flight_id,airline,source_airport,destination_airport
FL07637,AI,AP019,AP025
FL07638,AI,AP030,AP011
FL07639,AI,AP015,AP034
FL07640,AI,AP016,AP039
FL07641,AI,AP043,AP028
FL07642,AI,AP042,AP039
FL07643,AI,AP007,AP027
FL07644,AI,AP009,AP040
FL07645,AI,AP001,AP011
FL07646,AI,AP009,AP047
FL07647,AI,AP042,AP015
FL07648,AI,AP010,AP032
FL07649,AI,AP047,AP044
FL07650,AI,AP034,AP012
FL07651,AI,AP030,AP018
FL07652,AI,AP018,AP042
FL07653,AI,AP006,AP037
FL07654,AI,AP031,AP023
FL07655,AI,AP042,AP017
FL07656,AI,AP025,AP024
FL07657,AI,AP044,AP006
FL07658,AI,AP029,AP026
FL07659,AI,AP027,AP009
FL07660,AI,AP001,AP018
FL07661,AI,AP029,AP007
FL07662,AI,AP036,AP024
FL07663,AI,AP000,AP037
FL07664,AI,AP019,AP002
FL07665,AI,AP041,AP042
FL07666,AI,AP039,AP028
FL07667,AI,AP002,AP022
FL07668,AI,AP008,AP029
FL07669,AI,AP046,AP029
FL07670,AI,AP017,AP000
FL07671,AI,AP010,AP022
FL07672,AI,AP032,AP013
FL07673,AI,AP022,AP045
FL07674,AI,AP033,AP024
FL07675,AI,AP032,AP004
FL07676,AI,AP011,AP041
FL07677,AI,AP009,AP022
FL07678,AI,AP041,AP046
FL07679,AI,AP036,AP021
FL07680,AI,AP029,AP045
FL07681,AI,AP008,AP017
FL07682,AI,AP048,AP042
FL07683,AI,AP019,AP025
FL07684,AI,AP004,AP041
FL07685,AI,AP030,AP024
FL07686,AI,AP030,AP038
FL07687,AI,AP042,AP011
FL07688,AI,AP036,AP045
FL07689,AI,AP032,AP049
FL07690,AI,AP042,AP033
FL07691,AI,AP016,AP008
FL07692,AI,AP044,AP020
FL07693,AI,AP037,AP022
FL07694,AI,AP037,AP039
FL07695,AI,AP025,AP004
FL07696,AI,AP002,AP001
FL07697,AI,AP046,AP010
FL07698,AI,AP014,AP006
FL07699,AI,AP042,AP006
FL07700,AI,AP031,AP043
FL07701,AI,AP030,AP020
FL07702,AI,AP048,AP014
FL07703,AI,AP049,AP046
FL07704,AI,AP015,AP006
FL07705,AI,AP011,AP046
FL07706,AI,AP024,AP048
FL07707,AI,AP026,AP004
FL07708,AI,AP003,AP039
FL07709,AI,AP016,AP007
FL07710,AI,AP002,AP047
FL07711,AI,AP004,AP028
FL07712,AI,AP048,AP023
FL07713,AI,AP038,AP040
FL07714,AI,AP001,AP011
FL07715,AI,AP020,AP006
FL07716,AI,AP044,AP028
FL07717,AI,AP024,AP008
FL07718,AI,AP040,AP036
FL07719,AI,AP035,AP012
FL07720,AI,AP012,AP016
FL07721,AI,AP031,AP028
FL07722,AI,AP043,AP018
FL07723,AI,AP014,AP012
FL07724,AI,AP047,AP010
FL07725,AI,AP027,AP033
FL07726,AI,AP012,AP005
FL07727,AI,AP037,AP001
FL07728,AI,AP040,AP042
FL07729,AI,AP006,AP013
FL07730,AI,AP002,AP008
FL07731,AI,AP000,AP023
FL07732,AI,AP049,AP026
FL07733,AI,AP036,AP034
FL07734,AI,AP004,AP021
FL07735,AI,AP011,AP043
FL07736,AI,AP046,AP041
FL07737,AI,AP033,AP031
FL07738,AI,AP012,AP013
FL07739,AI,AP036,AP030
FL07740,AI,AP032,AP022
FL07741,AI,AP022,AP039
FL07742,AI,AP035,AP008
FL07743,AI,AP004,AP028
FL07744,AI,AP027,AP040
FL07745,AI,AP024,AP004
FL07746,AI,AP036,AP005
FL07747,AI,AP008,AP033
FL07748,AI,AP019,AP006
FL07749,AI,AP007,AP031
FL07750,AI,AP014,AP003
FL07751,AI,AP038,AP034
FL07752,AI,AP021,AP001
FL07753,AI,AP014,AP018
FL07754,AI,AP016,AP024
FL07755,AI,AP045,AP022
FL07756,AI,AP004,AP010
FL07757,AI,AP018,AP004
FL07758,AI,AP034,AP036
FL07759,AI,AP015,AP033
FL07760,AI,AP039,AP032
FL07761,AI,AP019,AP025
FL07762,AI,AP039,AP003
FL07763,AI,AP034,AP044
FL07764,AI,AP007,AP037
FL07765,AI,AP030,AP016
FL07766,AI,AP041,AP001
FL07767,AI,AP002,AP021
FL07768,AI,AP026,AP016
FL07769,AI,AP012,AP021
FL07770,AI,AP048,AP003
FL07771,AI,AP008,AP013
FL07772,AI,AP035,AP046
FL07773,AI,AP021,AP048
FL07774,AI,AP042,AP003
FL07775,AI,AP015,AP031
FL07776,AI,AP004,AP036
FL07777,AI,AP039,AP044
FL07778,AI,AP048,AP002
FL07779,AI,AP022,AP004
FL07780,AI,AP026,AP038
FL07781,AI,AP047,AP039
FL07782,AI,AP005,AP035
FL07783,AI,AP030,AP008
FL07784,AI,AP017,AP046
FL07785,AI,AP002,AP006
FL07786,AI,AP002,AP031
FL07787,AI,AP032,AP014
FL07788,AI,AP041,AP022
FL07789,AI,AP027,AP030
FL07790,AI,AP019,AP014
FL07791,AI,AP001,AP003
FL07792,AI,AP001,AP049
FL07793,AI,AP012,AP034
FL07794,AI,AP038,AP024
FL07795,AI,AP043,AP047
FL07796,AI,AP001,AP035
FL07797,AI,AP030,AP003
FL07798,AI,AP024,AP049
FL07799,AI,AP024,AP044
FL07800,AI,AP008,AP027
FL07801,AI,AP044,AP027
FL07802,AI,AP035,AP008
FL07803,AI,AP007,AP028
FL07804,AI,AP007,AP039
FL07805,AI,AP023,AP022
FL07806,AI,AP012,AP021
FL07807,AI,AP027,AP003
FL07808,AI,AP015,AP014
FL07809,AI,AP005,AP037
FL07810,AI,AP000,AP014
FL07811,AI,AP026,AP047
FL07812,AI,AP048,AP034
FL07813,AI,AP036,AP002
FL07814,AI,AP000,AP046
FL07815,AI,AP015,AP003
FL07816,AI,AP004,AP003
FL07817,AI,AP008,AP028
FL07818,AI,AP011,AP018
FL07819,AI,AP002,AP020
FL07820,AI,AP022,AP038
FL07821,AI,AP041,AP015
FL07822,AI,AP018,AP008
FL07823,AI,AP038,AP025
FL07824,AI,AP030,AP042
FL07825,AI,AP007,AP042
FL07826,AI,AP004,AP016
FL07827,AI,AP034,AP013
FL07828,AI,AP031,AP045
FL07829,AI,AP047,AP022
FL07830,AI,AP014,AP028
FL07831,AI,AP045,AP019
FL07832,AI,AP023,AP049
FL07833,AI,AP035,AP018
FL07834,AI,AP041,AP015
FL07835,AI,AP033,AP017
FL07836,AI,AP020,AP044
FL07837,AI,AP034,AP032
FL07838,AI,AP006,AP003
FL07839,AI,AP022,AP026
FL07840,AI,AP045,AP039
FL07841,AI,AP031,AP017
FL07842,AI,AP005,AP013
FL07843,AI,AP008,AP033
FL07844,AI,AP014,AP019
FL07845,AI,AP047,AP035
FL07846,AI,AP013,AP007
FL07847,AI,AP023,AP046
FL07848,AI,AP009,AP002
FL07849,AI,AP015,AP044
FL07850,AI,AP028,AP041
FL07851,AI,AP048,AP029
FL07852,AI,AP007,AP001
FL07853,AI,AP031,AP002
FL07854,AI,AP017,AP037
FL07855,AI,AP024,AP019
FL07856,AI,AP005,AP003
FL07857,AI,AP017,AP039
FL07858,AI,AP024,AP031
FL07859,AI,AP001,AP024
FL07860,AI,AP024,AP028
FL07861,AI,AP002,AP014
FL07862,AI,AP013,AP024
FL07863,AI,AP011,AP042
FL07864,AI,AP027,AP034
FL07865,AI,AP003,AP042
FL07866,AI,AP019,AP002
FL07867,AI,AP034,AP048
FL07868,AI,AP022,AP001
FL07869,AI,AP038,AP048
FL07870,AI,AP021,AP016
FL07871,AI,AP048,AP037
FL07872,AI,AP013,AP048
FL07873,AI,AP001,AP021
FL07874,AI,AP046,AP039
FL07875,AI,AP027,AP046
FL07876,AI,AP047,AP048
FL07877,AI,AP003,AP006
FL07878,AI,AP035,AP024
FL07879,AI,AP046,AP043
FL07880,AI,AP018,AP034
FL07881,AI,AP029,AP027
FL07882,AI,AP036,AP046
FL07883,AI,AP036,AP049
FL07884,AI,AP033,AP016
FL07885,AI,AP010,AP024
FL07886,AI,AP029,AP047
FL07887,AI,AP015,AP008
FL07888,AI,AP000,AP017
FL07889,AI,AP043,AP017
FL07890,AI,AP005,AP015
FL07891,AI,AP049,AP034
FL07892,AI,AP018,AP021
FL07893,AI,AP036,AP025
FL07894,AI,AP002,AP039
FL07895,AI,AP017,AP023
FL07896,AI,AP017,AP042
FL07897,AI,AP016,AP041
FL07898,AI,AP049,AP038
FL07899,AI,AP000,AP007
FL07900,AI,AP019,AP036
FL07901,AI,AP042,AP020
FL07902,AI,AP016,AP011
FL07903,AI,AP028,AP029
FL07904,AI,AP001,AP028
FL07905,AI,AP000,AP029
FL07906,AI,AP002,AP022
FL07907,AI,AP030,AP040
FL07908,AI,AP035,AP013
FL07909,AI,AP026,AP003
FL07910,AI,AP037,AP005
FL07911,AI,AP017,AP039
FL07912,AI,AP035,AP020
FL07913,AI,AP004,AP028
FL07914,AI,AP011,AP016
FL07915,AI,AP049,AP017
FL07916,AI,AP016,AP031
FL07917,AI,AP008,AP014
FL07918,AI,AP040,AP011
FL07919,AI,AP009,AP039
FL07920,AI,AP041,AP003
FL07921,AI,AP014,AP007
FL07922,AI,AP041,AP002
FL07923,AI,AP011,AP043
FL07924,AI,AP032,AP028
FL07925,AI,AP037,AP020
FL07926,AI,AP002,AP035
FL07927,AI,AP045,AP014
FL07928,AI,AP003,AP045
FL07929,AI,AP016,AP001
FL07930,AI,AP043,AP022
FL07931,AI,AP034,AP045
FL07932,AI,AP002,AP038
FL07933,AI,AP015,AP022
FL07934,AI,AP006,AP004
FL07935,AI,AP032,AP028
FL07936,AI,AP007,AP032
FL07937,AI,AP004,AP015
FL07938,AI,AP013,AP020
FL07939,AI,AP036,AP023
FL07940,AI,AP043,AP026
FL07941,AI,AP004,AP041
FL07942,AI,AP027,AP018
FL07943,AI,AP009,AP001
FL07944,AI,AP020,AP038
FL07945,AI,AP023,AP021
FL07946,AI,AP026,AP041
FL07947,AI,AP023,AP030
FL07948,AI,AP018,AP039
FL07949,AI,AP001,AP010
FL07950,AI,AP023,AP002
FL07951,AI,AP018,AP009
FL07952,AI,AP037,AP001
FL07953,AI,AP006,AP038
FL07954,AI,AP013,AP020
FL07955,AI,AP032,AP045
FL07956,AI,AP049,AP047
FL07957,AI,AP032,AP037
FL07958,AI,AP045,AP022
FL07959,AI,AP013,AP024
FL07960,AI,AP037,AP002
FL07961,AI,AP042,AP046
FL07962,AI,AP009,AP024
FL07963,AI,AP048,AP041
FL07964,AI,AP005,AP004
FL07965,AI,AP014,AP036
FL07966,AI,AP032,AP036
FL07967,AI,AP040,AP035
FL07968,AI,AP046,AP026
FL07969,AI,AP034,AP046
FL07970,AI,AP007,AP033
FL07971,AI,AP003,AP038
FL07972,AI,AP030,AP042
FL07973,AI,AP033,AP028
FL07974,AI,AP020,AP017
FL07975,AI,AP012,AP036
FL07976,AI,AP018,AP015
FL07977,AI,AP021,AP015
FL07978,AI,AP049,AP023
FL07979,AI,AP014,AP029
FL07980,AI,AP020,AP047
FL07981,AI,AP007,AP044
FL07982,AI,AP015,AP028
FL07983,AI,AP046,AP026
FL07984,AI,AP023,AP005
FL07985,AI,AP022,AP035
FL07986,AI,AP032,AP004
FL07987,AI,AP023,AP041
FL07988,AI,AP030,AP038
FL07989,AI,AP014,AP028
FL07990,AI,AP026,AP014
FL07991,AI,AP036,AP008
FL07992,AI,AP034,AP015
FL07993,AI,AP049,AP026
FL07994,AI,AP043,AP037
FL07995,AI,AP042,AP008
FL07996,AI,AP038,AP016
FL07997,AI,AP018,AP021
FL07998,AI,AP020,AP007
FL07999,AI,AP005,AP026
FL08000,AI,AP026,AP032
FL08001,AI,AP009,AP036
FL08002,AI,AP031,AP040
FL08003,AI,AP049,AP012
FL08004,AI,AP011,AP029
FL08005,AI,AP000,AP010
FL08006,AI,AP007,AP026
FL08007,AI,AP016,AP048
FL08008,AI,AP035,AP045
FL08009,AI,AP030,AP047
FL08010,AI,AP006,AP008
FL08011,AI,AP002,AP027
FL08012,AI,AP001,AP044
FL08013,AI,AP010,AP004
FL08014,AI,AP008,AP032
FL08015,AI,AP033,AP024
FL08016,AI,AP027,AP022
FL08017,AI,AP008,AP025
FL08018,AI,AP044,AP035
FL08019,AI,AP015,AP045
FL08020,AI,AP018,AP007
FL08021,AI,AP021,AP037
FL08022,AI,AP038,AP039
FL08023,AI,AP006,AP046
FL08024,AI,AP002,AP004
FL08025,AI,AP047,AP022
FL08026,AI,AP028,AP026
FL08027,AI,AP040,AP028
FL08028,AI,AP047,AP027
FL08029,AI,AP018,AP048
FL08030,AI,AP030,AP044
FL08031,AI,AP008,AP046
FL08032,AI,AP011,AP046
FL08033,AI,AP049,AP037
FL08034,AI,AP032,AP005
FL08035,AI,AP009,AP000
FL08036,AI,AP037,AP023
FL08037,AI,AP043,AP041
FL08038,AI,AP029,AP024
FL08039,AI,AP020,AP028
FL08040,AI,AP011,AP032
FL08041,AI,AP046,AP037
FL08042,AI,AP017,AP049
FL08043,AI,AP006,AP014
FL08044,AI,AP019,AP031
FL08045,AI,AP021,AP003
FL08046,AI,AP036,AP033
FL08047,AI,AP033,AP037
FL08048,AI,AP032,AP027
FL08049,AI,AP018,AP020
FL08050,AI,AP024,AP020
FL08051,AI,AP048,AP011
FL08052,AI,AP009,AP002
FL08053,AI,AP047,AP046
FL08054,AI,AP013,AP027
FL08055,AI,AP033,AP017
FL08056,AI,AP036,AP039
FL08057,AI,AP020,AP006
FL08058,AI,AP022,AP018
FL08059,AI,AP010,AP007
FL08060,AI,AP018,AP017
FL08061,AI,AP031,AP028
FL08062,AI,AP014,AP010
FL08063,AI,AP018,AP016
FL08064,AI,AP038,AP048
FL08065,AI,AP006,AP014
FL08066,AI,AP042,AP017
FL08067,AI,AP009,AP006
FL08068,AI,AP013,AP035
FL08069,AI,AP032,AP048
FL08070,AI,AP010,AP001
FL08071,AI,AP038,AP002
FL08072,AI,AP034,AP012
FL08073,AI,AP000,AP031
FL08074,AI,AP001,AP023
FL08075,AI,AP013,AP018
FL08076,AI,AP036,AP027
FL08077,AI,AP046,AP028
FL08078,AI,AP033,AP008
FL08079,AI,AP029,AP018
FL08080,AI,AP007,AP045
FL08081,AI,AP045,AP007
FL08082,AI,AP028,AP027
FL08083,AI,AP031,AP016
FL08084,AI,AP005,AP008
FL08085,AI,AP017,AP046
FL08086,AI,AP042,AP007
FL08087,AI,AP022,AP005
FL08088,AI,AP047,AP014
FL08089,AI,AP046,AP004
FL08090,AI,AP020,AP010
FL08091,AI,AP032,AP021
FL08092,AI,AP017,AP029
FL08093,AI,AP040,AP047
FL08094,AI,AP032,AP043
FL08095,AI,AP049,AP004
FL08096,AI,AP045,AP044
FL08097,AI,AP020,AP002
FL08098,AI,AP027,AP006
FL08099,AI,AP045,AP033
FL08100,AI,AP020,AP012
FL08101,AI,AP035,AP042
FL08102,AI,AP040,AP002
FL08103,AI,AP040,AP000
FL08104,AI,AP015,AP008
FL08105,AI,AP037,AP024
FL08106,AI,AP014,AP043
FL08107,AI,AP012,AP016
FL08108,AI,AP030,AP009
FL08109,AI,AP031,AP011
FL08110,AI,AP046,AP031
FL08111,AI,AP018,AP008
FL08112,AI,AP012,AP040
FL08113,AI,AP005,AP033
FL08114,AI,AP046,AP047
FL08115,AI,AP013,AP000
FL08116,AI,AP027,AP004
FL08117,AI,AP031,AP035
FL08118,AI,AP039,AP013
FL08119,AI,AP045,AP011
FL08120,AI,AP002,AP026
FL08121,AI,AP044,AP016
FL08122,AI,AP039,AP024
FL08123,AI,AP040,AP037
FL08124,AI,AP015,AP040
FL08125,AI,AP022,AP030
FL08126,AI,AP033,AP042
FL08127,AI,AP011,AP019
FL08128,AI,AP014,AP018
FL08129,AI,AP042,AP031
FL08130,AI,AP031,AP040
FL08131,AI,AP025,AP038
FL08132,AI,AP022,AP034
FL08133,AI,AP030,AP018
FL08134,AI,AP006,AP014
FL08135,AI,AP007,AP048
FL08136,AI,AP048,AP018
FL08137,AI,AP026,AP028
FL08138,AI,AP020,AP015
FL08139,AI,AP042,AP027
FL08140,AI,AP007,AP011
FL08141,AI,AP029,AP020
FL08142,AI,AP042,AP007
FL08143,AI,AP022,AP044
FL08144,AI,AP025,AP045
FL08145,AI,AP008,AP049
FL08146,AI,AP030,AP031
FL08147,AI,AP038,AP026
FL08148,AI,AP043,AP015
FL08149,AI,AP001,AP018
FL08150,AI,AP017,AP032
FL08151,AI,AP013,AP026
FL08152,AI,AP003,AP035
FL08153,AI,AP049,AP020
FL08154,AI,AP016,AP043
FL08155,AI,AP020,AP026
FL08156,AI,AP025,AP028
FL08157,AI,AP027,AP025
FL08158,AI,AP016,AP003
FL08159,AI,AP017,AP031
FL08160,AI,AP046,AP014
FL08161,AI,AP021,AP040
FL08162,AI,AP002,AP019
FL08163,AI,AP028,AP026
FL08164,AI,AP014,AP036
FL08165,AI,AP010,AP034
FL08166,AI,AP013,AP049
FL08167,AI,AP040,AP007
FL08168,AI,AP039,AP021
FL08169,AI,AP008,AP038
FL08170,AI,AP034,AP001
FL08171,AI,AP046,AP001
FL08172,AI,AP024,AP005
FL08173,AI,AP049,AP045
FL08174,AI,AP021,AP022
FL08175,AI,AP049,AP035
FL08176,AI,AP004,AP041
FL08177,AI,AP003,AP033
FL08178,AI,AP013,AP023
FL08179,AI,AP034,AP012
FL08180,AI,AP010,AP034
FL08181,AI,AP025,AP045
FL08182,AI,AP014,AP018
FL08183,AI,AP010,AP023
FL08184,AI,AP021,AP026
FL08185,AI,AP013,AP035
FL08186,AI,AP046,AP015
FL08187,AI,AP000,AP002
FL08188,AI,AP001,AP048
FL08189,AI,AP033,AP006
FL08190,AI,AP032,AP025
FL08191,AI,AP031,AP002
FL08192,AI,AP010,AP018
FL08193,AI,AP019,AP001
FL08194,AI,AP014,AP040
FL08195,AI,AP049,AP044
FL08196,AI,AP015,AP002
FL08197,AI,AP017,AP047
FL08198,AI,AP007,AP024
FL08199,AI,AP041,AP025
FL08200,AI,AP008,AP047
FL08201,AI,AP017,AP005
FL08202,AI,AP004,AP032
FL08203,AI,AP046,AP045
FL08204,AI,AP048,AP046
FL08205,AI,AP026,AP001
FL08206,AI,AP000,AP047
FL08207,AI,AP034,AP038
FL08208,AI,AP009,AP006
FL08209,AI,AP047,AP037
FL08210,AI,AP025,AP012
FL08211,AI,AP038,AP019
FL08212,AI,AP020,AP027
FL08213,AI,AP032,AP047
FL08214,AI,AP001,AP019
FL08215,AI,AP017,AP029
FL08216,AI,AP012,AP006
FL08217,AI,AP016,AP041
FL08218,AI,AP036,AP030
FL08219,AI,AP024,AP018
FL08220,AI,AP027,AP005
FL08221,AI,AP014,AP026
FL08222,AI,AP035,AP017
FL08223,AI,AP030,AP018
FL08224,AI,AP044,AP034
FL08225,AI,AP032,AP015
FL08226,AI,AP024,AP001
FL08227,AI,AP031,AP046
FL08228,AI,AP025,AP023
FL08229,AI,AP048,AP034
FL08230,AI,AP045,AP006
FL08231,AI,AP028,AP014
FL08232,AI,AP036,AP001
FL08233,AI,AP025,AP049
FL08234,AI,AP014,AP028
FL08235,AI,AP023,AP030
FL08236,AI,AP036,AP006
FL08237,AI,AP041,AP019
FL08238,AI,AP021,AP009
FL08239,AI,AP040,AP005
FL08240,AI,AP006,AP035
FL08241,AI,AP010,AP013
FL08242,AI,AP031,AP037
FL08243,AI,AP015,AP005
FL08244,AI,AP009,AP025
FL08245,AI,AP039,AP030
FL08246,AI,AP033,AP046
FL08247,AI,AP036,AP048
FL08248,AI,AP014,AP003
FL08249,AI,AP049,AP031
FL08250,AI,AP016,AP026
FL08251,AI,AP019,AP047
FL08252,AI,AP021,AP009
FL08253,AI,AP002,AP020
FL08254,AI,AP044,AP036
FL08255,AI,AP038,AP026
FL08256,AI,AP000,AP017
FL08257,AI,AP044,AP013
FL08258,AI,AP048,AP035
FL08259,AI,AP031,AP034
FL08260,AI,AP031,AP020
FL08261,AI,AP041,AP015
FL08262,AI,AP020,AP029
FL08263,AI,AP045,AP030
FL08264,AI,AP032,AP035
FL08265,AI,AP047,AP046
FL08266,AI,AP005,AP006
FL08267,AI,AP027,AP044
FL08268,AI,AP004,AP024
FL08269,AI,AP008,AP048
FL08270,AI,AP000,AP010
FL08271,AI,AP033,AP047
FL08272,AI,AP007,AP010
FL08273,AI,AP012,AP028
FL08274,AI,AP007,AP002
FL08275,AI,AP027,AP031
FL08276,AI,AP010,AP040
FL08277,AI,AP033,AP031
FL08278,AI,AP008,AP047
FL08279,AI,AP035,AP026
FL08280,AI,AP025,AP000
FL08281,AI,AP018,AP007
FL08282,AI,AP027,AP018
FL08283,AI,AP046,AP043
FL08284,AI,AP017,AP033
FL08285,AI,AP020,AP039
FL08286,AI,AP023,AP036
FL08287,AI,AP041,AP010
FL08288,AI,AP009,AP018
FL08289,AI,AP033,AP043
FL08290,AI,AP013,AP039
FL08291,AI,AP045,AP023
FL08292,AI,AP033,AP038
FL08293,AI,AP016,AP030
FL08294,AI,AP029,AP013
FL08295,AI,AP021,AP047
FL08296,AI,AP046,AP008
FL08297,AI,AP010,AP033
FL08298,AI,AP045,AP030
FL08299,AI,AP000,AP020
FL08300,AI,AP026,AP011
FL08301,AI,AP009,AP030
FL08302,AI,AP004,AP000
FL08303,AI,AP019,AP044
FL08304,AI,AP012,AP044
FL08305,AI,AP006,AP034
FL08306,AI,AP029,AP021
FL08307,AI,AP006,AP003
FL08308,AI,AP039,AP029
FL08309,AI,AP038,AP010
FL08310,AI,AP004,AP022
FL08311,AI,AP040,AP035
FL08312,AI,AP014,AP022
FL08313,AI,AP040,AP000
FL08314,AI,AP012,AP017
FL08315,AI,AP018,AP027
FL08316,AI,AP037,AP046
FL08317,AI,AP019,AP023
FL08318,AI,AP039,AP049
FL08319,AI,AP025,AP016
FL08320,AI,AP035,AP034
FL08321,AI,AP041,AP042
FL08322,AI,AP012,AP004
FL08323,AI,AP037,AP009
FL08324,AI,AP006,AP046
FL08325,AI,AP013,AP017
FL08326,AI,AP011,AP016
FL08327,AI,AP036,AP006
FL08328,AI,AP008,AP033
FL08329,AI,AP037,AP041
FL08330,AI,AP049,AP024
FL08331,AI,AP021,AP036
FL08332,AI,AP049,AP037
FL08333,AI,AP038,AP017
FL08334,AI,AP047,AP039
FL08335,AI,AP042,AP030
FL08336,AI,AP013,AP010
FL08337,AI,AP000,AP014
FL08338,AI,AP013,AP005
FL08339,AI,AP039,AP009
FL08340,AI,AP009,AP010
FL08341,AI,AP030,AP000
FL08342,AI,AP020,AP004
FL08343,AI,AP003,AP008
FL08344,AI,AP032,AP028
FL08345,AI,AP027,AP042
FL08346,AI,AP030,AP020
FL08347,AI,AP019,AP032
FL08348,AI,AP048,AP007
FL08349,AI,AP015,AP035
FL08350,AI,AP025,AP024
FL08351,AI,AP049,AP024
FL08352,AI,AP045,AP030
FL08353,AI,AP022,AP019
FL08354,AI,AP033,AP020
FL08355,AI,AP033,AP005
FL08356,AI,AP038,AP013
FL08357,AI,AP010,AP040
FL08358,AI,AP017,AP045
FL08359,AI,AP009,AP027
FL08360,AI,AP035,AP028
FL08361,AI,AP031,AP044
FL08362,AI,AP016,AP043
FL08363,AI,AP007,AP035
FL08364,AI,AP027,AP041
FL08365,AI,AP022,AP011
FL08366,AI,AP001,AP023
FL08367,AI,AP029,AP049
FL08368,AI,AP042,AP022
FL08369,AI,AP046,AP027
FL08370,AI,AP013,AP039
FL08371,AI,AP035,AP012
FL08372,AI,AP024,AP023
FL08373,AI,AP011,AP047
FL08374,AI,AP000,AP012
FL08375,AI,AP028,AP023
FL08376,AI,AP033,AP012
FL08377,AI,AP000,AP037
FL08378,AI,AP019,AP021
FL08379,AI,AP006,AP023
FL08380,AI,AP016,AP032
FL08381,AI,AP000,AP038
FL08382,AI,AP017,AP002
FL08383,AI,AP041,AP017
FL08384,AI,AP041,AP030
FL08385,AI,AP025,AP002
FL08386,AI,AP044,AP045
FL08387,AI,AP016,AP017
FL08388,AI,AP040,AP003
FL08389,AI,AP036,AP001
FL08390,AI,AP045,AP030
FL08391,AI,AP038,AP040
FL08392,AI,AP029,AP031
FL08393,AI,AP011,AP030
FL08394,AI,AP047,AP041
FL08395,AI,AP048,AP034
FL08396,AI,AP006,AP002
FL08397,AI,AP023,AP001
FL08398,AI,AP039,AP045
FL08399,AI,AP009,AP045
FL08400,AI,AP047,AP011
FL08401,AI,AP008,AP005
FL08402,AI,AP026,AP007
FL08403,AI,AP003,AP028
FL08404,AI,AP040,AP045
FL08405,AI,AP003,AP020
FL08406,AI,AP006,AP034
FL08407,AI,AP017,AP012
FL08408,AI,AP041,AP039
FL08409,AI,AP047,AP001
FL08410,AI,AP021,AP043
FL08411,AI,AP020,AP045
FL08412,AI,AP010,AP037
FL08413,AI,AP046,AP023
FL08414,AI,AP033,AP000
FL08415,AI,AP042,AP025
FL08416,AI,AP026,AP042
FL08417,AI,AP042,AP003
FL08418,AI,AP004,AP012
FL08419,AI,AP048,AP032
FL08420,AI,AP009,AP046
FL08421,AI,AP017,AP005
FL08422,AI,AP011,AP028
FL08423,AI,AP002,AP017
FL08424,AI,AP038,AP012
FL08425,AI,AP044,AP032
FL08426,AI,AP026,AP011
FL08427,AI,AP040,AP047
FL08428,AI,AP000,AP019
FL08429,AI,AP017,AP035
FL08430,AI,AP022,AP007
FL08431,AI,AP021,AP029
FL08432,AI,AP036,AP044
FL08433,AI,AP005,AP036
FL08434,AI,AP029,AP005
FL08435,AI,AP007,AP005
FL08436,AI,AP011,AP046
FL08437,AI,AP005,AP011
FL08438,AI,AP020,AP037
FL08439,AI,AP040,AP001
FL08440,AI,AP049,AP010
FL08441,AI,AP000,AP013
FL08442,AI,AP040,AP023
FL08443,AI,AP029,AP005
FL08444,AI,AP046,AP015
FL08445,AI,AP019,AP043
FL08446,AI,AP041,AP012
FL08447,AI,AP047,AP048
FL08448,AI,AP047,AP008
FL08449,AI,AP019,AP003
FL08450,AI,AP024,AP045
FL08451,AI,AP018,AP011
FL08452,AI,AP017,AP008
FL08453,AI,AP036,AP020
FL08454,AI,AP026,AP014
FL08455,AI,AP012,AP017
FL08456,AI,AP012,AP011
FL08457,AI,AP018,AP016
FL08458,AI,AP044,AP028
FL08459,AI,AP016,AP005
FL08460,AI,AP031,AP022
FL08461,AI,AP037,AP023
FL08462,AI,AP022,AP049
FL08463,AI,AP041,AP033
FL08464,AI,AP028,AP040
FL08465,AI,AP043,AP010
FL08466,AI,AP002,AP037
FL08467,AI,AP024,AP009
FL08468,AI,AP034,AP036
FL08469,AI,AP013,AP044
FL08470,AI,AP027,AP022
FL08471,AI,AP041,AP043
FL08472,AI,AP018,AP013
FL08473,AI,AP021,AP044
FL08474,AI,AP032,AP035
FL08475,AI,AP047,AP017
FL08476,AI,AP005,AP032
FL08477,AI,AP049,AP013
FL08478,AI,AP016,AP013
FL08479,AI,AP029,AP016
FL08480,AI,AP002,AP007
FL08481,AI,AP033,AP042
FL08482,AI,AP040,AP011
FL08483,AI,AP030,AP008
FL08484,AI,AP029,AP037
FL08485,AI,AP020,AP023
FL08486,AI,AP036,AP024
FL08487,AI,AP042,AP037
FL08488,AI,AP002,AP020
FL08489,AI,AP044,AP006
FL08490,AI,AP040,AP022
FL08491,AI,AP000,AP010
FL08492,AI,AP026,AP030
FL08493,AI,AP021,AP041
FL08494,AI,AP006,AP011
FL08495,AI,AP022,AP019
FL08496,AI,AP010,AP029
FL08497,AI,AP034,AP011
FL08498,AI,AP048,AP001
FL08499,AI,AP028,AP039
FL08500,AI,AP029,AP037
FL08501,AI,AP036,AP044
FL08502,AI,AP027,AP046
FL08503,AI,AP025,AP030
FL08504,AI,AP015,AP016
FL08505,AI,AP046,AP023
FL08506,AI,AP038,AP021
FL08507,AI,AP030,AP043
FL08508,AI,AP025,AP019
FL08509,AI,AP002,AP014
