passenger_id,name,passenger_type,loyalty_level
P093094,Passenger_93094,VIP,0
P093095,Passenger_93095,LOYALTY,5
P093096,Passenger_93096,VIP,1
P093097,Passenger_93097,UNACCOMPANIED_MINOR,0
P093098,Passenger_93098,LOYALTY,0
P093099,Passenger_93099,VIP,4
P093100,Passenger_93100,UNACCOMPANIED_MINOR,0
P093101,Passenger_93101,LOYALTY,1
P093102,Passenger_93102,NORMAL,3
P093103,Passenger_93103,NORMAL,4
P093104,Passenger_93104,LOYALTY,0
P093105,Passenger_93105,VIP,2
P093106,Passenger_93106,NORMAL,2
P093107,Passenger_93107,LOYALTY,5
P093108,Passenger_93108,VIP,3
P093109,Passenger_93109,UNACCOMPANIED_MINOR,2
P093110,Passenger_93110,NORMAL,5
P093111,Passenger_93111,UNACCOMPANIED_MINOR,4
P093112,Passenger_93112,VIP,3
P093113,Passenger_93113,LOYALTY,2
P093114,Passenger_93114,LOYALTY,3
P093115,Passenger_93115,NORMAL,4
P093116,Passenger_93116,VIP,2
P093117,Passenger_93117,UNACCOMPANIED_MINOR,5
P093118,Passenger_93118,VIP,0
P093119,Passenger_93119,NORMAL,0
P093120,Passenger_93120,NORMAL,2
P093121,Passenger_93121,VIP,5
P093122,Passenger_93122,UNACCOMPANIED_MINOR,1
P093123,Passenger_93123,NORMAL,1
P093124,Passenger_93124,NORMAL,3
P093125,Passenger_93125,UNACCOMPANIED_MINOR,2
P093126,Passenger_93126,VIP,0
P093127,Passenger_93127,VIP,2
P093128,Passenger_93128,VIP,5
P093129,Passenger_93129,NORMAL,3
P093130,Passenger_93130,UNACCOMPANIED_MINOR,5
P093131,Passenger_93131,LOYALTY,0
P093132,Passenger_93132,UNACCOMPANIED_MINOR,5
P093133,Passenger_93133,VIP,2
P093134,Passenger_93134,UNACCOMPANIED_MINOR,5
P093135,Passenger_93135,VIP,0
P093136,Passenger_93136,UNACCOMPANIED_MINOR,3
P093137,Passenger_93137,LOYALTY,1
P093138,Passenger_93138,NORMAL,4
P093139,Passenger_93139,LOYALTY,2
P093140,Passenger_93140,LOYALTY,0
P093141,Passenger_93141,UNACCOMPANIED_MINOR,0
P093142,Passenger_93142,NORMAL,1
P093143,Passenger_93143,VIP,0
P093144,Passenger_93144,UNACCOMPANIED_MINOR,3
P093145,Passenger_93145,NORMAL,3
P093146,Passenger_93146,UNACCOMPANIED_MINOR,1
P093147,Passenger_93147,NORMAL,4
P093148,Passenger_93148,NORMAL,2
P093149,Passenger_93149,LOYALTY,4
P093150,Passenger_93150,VIP,3
P093151,Passenger_93151,NORMAL,2
P093152,Passenger_93152,VIP,2
P093153,Passenger_93153,NORMAL,2
P093154,Passenger_93154,VIP,0
P093155,Passenger_93155,NORMAL,3
P093156,Passenger_93156,UNACCOMPANIED_MINOR,4
P093157,Passenger_93157,UNACCOMPANIED_MINOR,3
P093158,Passenger_93158,VIP,0
P093159,Passenger_93159,NORMAL,4
P093160,Passenger_93160,LOYALTY,2
P093161,Passenger_93161,UNACCOMPANIED_MINOR,5
P093162,Passenger_93162,UNACCOMPANIED_MINOR,2
P093163,Passenger_93163,VIP,1
P093164,Passenger_93164,NORMAL,3
P093165,Passenger_93165,NORMAL,3
P093166,Passenger_93166,LOYALTY,1
P093167,Passenger_93167,LOYALTY,2
P093168,Passenger_93168,NORMAL,1
P093169,Passenger_93169,VIP,3
P093170,Passenger_93170,LOYALTY,5
P093171,Passenger_93171,VIP,1
P093172,Passenger_93172,UNACCOMPANIED_MINOR,0
P093173,Passenger_93173,VIP,3
P093174,Passenger_93174,VIP,1
P093175,Passenger_93175,VIP,1
P093176,Passenger_93176,LOYALTY,4
P093177,Passenger_93177,LOYALTY,1
P093178,Passenger_93178,NORMAL,3
P093179,Passenger_93179,VIP,3
P093180,Passenger_93180,VIP,5
P093181,Passenger_93181,UNACCOMPANIED_MINOR,3
P093182,Passenger_93182,VIP,1
P093183,Passenger_93183,VIP,4
P093184,Passenger_93184,NORMAL,5
P093185,Passenger_93185,UNACCOMPANIED_MINOR,5
P093186,Passenger_93186,VIP,3
P093187,Passenger_93187,VIP,1
P093188,Passenger_93188,UNACCOMPANIED_MINOR,1
P093189,Passenger_93189,LOYALTY,2
P093190,Passenger_93190,UNACCOMPANIED_MINOR,2
P093191,Passenger_93191,NORMAL,4
P093192,Passenger_93192,VIP,5
P093193,Passenger_93193,VIP,0
P093194,Passenger_93194,VIP,4
P093195,Passenger_93195,VIP,0
P093196,Passenger_93196,UNACCOMPANIED_MINOR,1
P093197,Passenger_93197,LOYALTY,1
P093198,Passenger_93198,VIP,3
P093199,Passenger_93199,LOYALTY,0
P093200,Passenger_93200,UNACCOMPANIED_MINOR,5
P093201,Passenger_93201,UNACCOMPANIED_MINOR,4
P093202,Passenger_93202,LOYALTY,3
P093203,Passenger_93203,VIP,5
P093204,Passenger_93204,NORMAL,5
P093205,Passenger_93205,VIP,1
P093206,Passenger_93206,UNACCOMPANIED_MINOR,4
P093207,Passenger_93207,VIP,3
P093208,Passenger_93208,VIP,5
P093209,Passenger_93209,VIP,1
P093210,Passenger_93210,NORMAL,4
P093211,Passenger_93211,UNACCOMPANIED_MINOR,2
P093212,Passenger_93212,LOYALTY,0
P093213,Passenger_93213,NORMAL,5
P093214,Passenger_93214,UNACCOMPANIED_MINOR,1
P093215,Passenger_93215,NORMAL,4
P093216,Passenger_93216,NORMAL,5
P093217,Passenger_93217,VIP,0
P093218,Passenger_93218,UNACCOMPANIED_MINOR,2
P093219,Passenger_93219,VIP,5
P093220,Passenger_93220,NORMAL,3
P093221,Passenger_93221,NORMAL,5
P093222,Passenger_93222,LOYALTY,4
P093223,Passenger_93223,NORMAL,2
P093224,Passenger_93224,UNACCOMPANIED_MINOR,3
P093225,Passenger_93225,VIP,2
P093226,Passenger_93226,UNACCOMPANIED_MINOR,5
P093227,Passenger_93227,LOYALTY,1
P093228,Passenger_93228,UNACCOMPANIED_MINOR,1
P093229,Passenger_93229,NORMAL,4
P093230,Passenger_93230,NORMAL,0
P093231,Passenger_93231,LOYALTY,4
P093232,Passenger_93232,VIP,2
P093233,Passenger_93233,NORMAL,5
P093234,Passenger_93234,UNACCOMPANIED_MINOR,0
P093235,Passenger_93235,VIP,1
P093236,Passenger_93236,NORMAL,2
P093237,Passenger_93237,NORMAL,4
P093238,Passenger_93238,NORMAL,1
P093239,Passenger_93239,NORMAL,0
P093240,Passenger_93240,LOYALTY,4
P093241,Passenger_93241,UNACCOMPANIED_MINOR,0
P093242,Passenger_93242,NORMAL,0
P093243,Passenger_93243,VIP,4
P093244,Passenger_93244,NORMAL,4
P093245,Passenger_93245,NORMAL,5
P093246,Passenger_93246,NORMAL,3
P093247,Passenger_93247,VIP,1
P093248,Passenger_93248,LOYALTY,1
P093249,Passenger_93249,LOYALTY,3
P093250,Passenger_93250,NORMAL,2
P093251,Passenger_93251,VIP,4
P093252,Passenger_93252,UNACCOMPANIED_MINOR,1
P093253,Passenger_93253,NORMAL,3
P093254,Passenger_93254,UNACCOMPANIED_MINOR,4
P093255,Passenger_93255,VIP,4
P093256,Passenger_93256,VIP,0
P093257,Passenger_93257,NORMAL,1
P093258,Passenger_93258,UNACCOMPANIED_MINOR,3
P093259,Passenger_93259,LOYALTY,5
P093260,Passenger_93260,NORMAL,5
P093261,Passenger_93261,UNACCOMPANIED_MINOR,3
P093262,Passenger_93262,UNACCOMPANIED_MINOR,5
P093263,Passenger_93263,VIP,0
P093264,Passenger_93264,UNACCOMPANIED_MINOR,0
P093265,Passenger_93265,NORMAL,3
P093266,Passenger_93266,VIP,0
P093267,Passenger_93267,UNACCOMPANIED_MINOR,5
P093268,Passenger_93268,NORMAL,5
P093269,Passenger_93269,VIP,1
P093270,Passenger_93270,UNACCOMPANIED_MINOR,5
P093271,Passenger_93271,VIP,0
P093272,Passenger_93272,VIP,5
P093273,Passenger_93273,NORMAL,3
P093274,Passenger_93274,NORMAL,4
P093275,Passenger_93275,NORMAL,4
P093276,Passenger_93276,VIP,0
P093277,Passenger_93277,UNACCOMPANIED_MINOR,5
P093278,Passenger_93278,UNACCOMPANIED_MINOR,5
P093279,Passenger_93279,VIP,0
P093280,Passenger_93280,NORMAL,1
P093281,Passenger_93281,VIP,3
P093282,Passenger_93282,LOYALTY,0
P093283,Passenger_93283,LOYALTY,2
P093284,Passenger_93284,LOYALTY,3
P093285,Passenger_93285,NORMAL,1
P093286,Passenger_93286,LOYALTY,3
P093287,Passenger_93287,NORMAL,2
P093288,Passenger_93288,VIP,2
P093289,Passenger_93289,UNACCOMPANIED_MINOR,4
P093290,Passenger_93290,UNACCOMPANIED_MINOR,5
P093291,Passenger_93291,LOYALTY,5
P093292,Passenger_93292,NORMAL,5
P093293,Passenger_93293,UNACCOMPANIED_MINOR,3
P093294,Passenger_93294,UNACCOMPANIED_MINOR,4
P093295,Passenger_93295,LOYALTY,1
P093296,Passenger_93296,LOYALTY,1
P093297,Passenger_93297,NORMAL,0
P093298,Passenger_93298,UNACCOMPANIED_MINOR,3
P093299,Passenger_93299,VIP,0
P093300,Passenger_93300,VIP,3
P093301,Passenger_93301,VIP,0
P093302,Passenger_93302,UNACCOMPANIED_MINOR,0
P093303,Passenger_93303,NORMAL,3
P093304,Passenger_93304,LOYALTY,2
P093305,Passenger_93305,LOYALTY,4
P093306,Passenger_93306,LOYALTY,1
P093307,Passenger_93307,UNACCOMPANIED_MINOR,0
P093308,Passenger_93308,VIP,2
P093309,Passenger_93309,UNACCOMPANIED_MINOR,5
P093310,Passenger_93310,UNACCOMPANIED_MINOR,5
P093311,Passenger_93311,LOYALTY,0
P093312,Passenger_93312,NORMAL,2
P093313,Passenger_93313,NORMAL,2
P093314,Passenger_93314,VIP,1
P093315,Passenger_93315,UNACCOMPANIED_MINOR,1
P093316,Passenger_93316,NORMAL,0
P093317,Passenger_93317,NORMAL,5
P093318,Passenger_93318,LOYALTY,2
P093319,Passenger_93319,LOYALTY,2
P093320,Passenger_93320,LOYALTY,4
P093321,Passenger_93321,LOYALTY,3
P093322,Passenger_93322,UNACCOMPANIED_MINOR,0
P093323,Passenger_93323,VIP,1
P093324,Passenger_93324,LOYALTY,2
P093325,Passenger_93325,VIP,0
P093326,Passenger_93326,LOYALTY,5
P093327,Passenger_93327,UNACCOMPANIED_MINOR,0
P093328,Passenger_93328,NORMAL,2
P093329,Passenger_93329,LOYALTY,5
P093330,Passenger_93330,VIP,1
P093331,Passenger_93331,NORMAL,0
P093332,Passenger_93332,UNACCOMPANIED_MINOR,5
P093333,Passenger_93333,NORMAL,0
P093334,Passenger_93334,NORMAL,4
P093335,Passenger_93335,NORMAL,5
P093336,Passenger_93336,LOYALTY,2
P093337,Passenger_93337,UNACCOMPANIED_MINOR,3
P093338,Passenger_93338,LOYALTY,1
P093339,Passenger_93339,VIP,2
P093340,Passenger_93340,LOYALTY,3
P093341,Passenger_93341,NORMAL,3
P093342,Passenger_93342,NORMAL,1
P093343,Passenger_93343,UNACCOMPANIED_MINOR,3
P093344,Passenger_93344,NORMAL,5
P093345,Passenger_93345,LOYALTY,1
P093346,Passenger_93346,LOYALTY,0
P093347,Passenger_93347,VIP,3
P093348,Passenger_93348,VIP,1
P093349,Passenger_93349,VIP,5
P093350,Passenger_93350,LOYALTY,5
P093351,Passenger_93351,LOYALTY,5
P093352,Passenger_93352,NORMAL,0
P093353,Passenger_93353,NORMAL,0
P093354,Passenger_93354,NORMAL,3
P093355,Passenger_93355,LOYALTY,5
P093356,Passenger_93356,NORMAL,4
P093357,Passenger_93357,VIP,1
P093358,Passenger_93358,NORMAL,3
P093359,Passenger_93359,UNACCOMPANIED_MINOR,4
P093360,Passenger_93360,UNACCOMPANIED_MINOR,2
P093361,Passenger_93361,LOYALTY,2
P093362,Passenger_93362,UNACCOMPANIED_MINOR,0
P093363,Passenger_93363,UNACCOMPANIED_MINOR,2
P093364,Passenger_93364,LOYALTY,1
P093365,Passenger_93365,UNACCOMPANIED_MINOR,3
P093366,Passenger_93366,NORMAL,2
P093367,Passenger_93367,UNACCOMPANIED_MINOR,0
P093368,Passenger_93368,NORMAL,1
P093369,Passenger_93369,VIP,2
P093370,Passenger_93370,LOYALTY,4
P093371,Passenger_93371,LOYALTY,0
P093372,Passenger_93372,VIP,3
P093373,Passenger_93373,UNACCOMPANIED_MINOR,3
P093374,Passenger_93374,LOYALTY,1
P093375,Passenger_93375,LOYALTY,3
P093376,Passenger_93376,LOYALTY,1
P093377,Passenger_93377,UNACCOMPANIED_MINOR,3
P093378,Passenger_93378,VIP,2
P093379,Passenger_93379,UNACCOMPANIED_MINOR,2
P093380,Passenger_93380,VIP,4
P093381,Passenger_93381,LOYALTY,0
P093382,Passenger_93382,UNACCOMPANIED_MINOR,1
P093383,Passenger_93383,NORMAL,3
P093384,Passenger_93384,VIP,4
P093385,Passenger_93385,UNACCOMPANIED_MINOR,5
P093386,Passenger_93386,NORMAL,0
P093387,Passenger_93387,VIP,4
P093388,Passenger_93388,NORMAL,2
P093389,Passenger_93389,NORMAL,2
P093390,Passenger_93390,VIP,5
P093391,Passenger_93391,UNACCOMPANIED_MINOR,4
P093392,Passenger_93392,NORMAL,1
P093393,Passenger_93393,LOYALTY,4
P093394,Passenger_93394,UNACCOMPANIED_MINOR,0
P093395,Passenger_93395,VIP,2
P093396,Passenger_93396,LOYALTY,3
P093397,Passenger_93397,UNACCOMPANIED_MINOR,5
P093398,Passenger_93398,NORMAL,1
P093399,Passenger_93399,NORMAL,0
P093400,Passenger_93400,UNACCOMPANIED_MINOR,0
P093401,Passenger_93401,LOYALTY,2
P093402,Passenger_93402,LOYALTY,3
P093403,Passenger_93403,NORMAL,5
P093404,Passenger_93404,VIP,3
P093405,Passenger_93405,VIP,3
P093406,Passenger_93406,LOYALTY,1
P093407,Passenger_93407,NORMAL,1
P093408,Passenger_93408,LOYALTY,2
P093409,Passenger_93409,UNACCOMPANIED_MINOR,0
P093410,Passenger_93410,VIP,5
P093411,Passenger_93411,VIP,1
P093412,Passenger_93412,LOYALTY,1
P093413,Passenger_93413,NORMAL,0
P093414,Passenger_93414,VIP,0
P093415,Passenger_93415,NORMAL,2
P093416,Passenger_93416,UNACCOMPANIED_MINOR,0
P093417,Passenger_93417,NORMAL,5
P093418,Passenger_93418,UNACCOMPANIED_MINOR,5
P093419,Passenger_93419,LOYALTY,1
P093420,Passenger_93420,LOYALTY,2
P093421,Passenger_93421,LOYALTY,4
P093422,Passenger_93422,VIP,4
P093423,Passenger_93423,NORMAL,3
P093424,Passenger_93424,LOYALTY,1
P093425,Passenger_93425,NORMAL,4
P093426,Passenger_93426,NORMAL,2
P093427,Passenger_93427,VIP,2
P093428,Passenger_93428,UNACCOMPANIED_MINOR,1
P093429,Passenger_93429,VIP,2
P093430,Passenger_93430,UNACCOMPANIED_MINOR,1
P093431,Passenger_93431,VIP,5
P093432,Passenger_93432,LOYALTY,0
P093433,Passenger_93433,UNACCOMPANIED_MINOR,3
P093434,Passenger_93434,NORMAL,3
P093435,Passenger_93435,VIP,2
P093436,Passenger_93436,LOYALTY,0
P093437,Passenger_93437,LOYALTY,2
P093438,Passenger_93438,LOYALTY,5
P093439,Passenger_93439,LOYALTY,0
P093440,Passenger_93440,NORMAL,5
P093441,Passenger_93441,LOYALTY,1
P093442,Passenger_93442,LOYALTY,5
P093443,Passenger_93443,NORMAL,5
P093444,Passenger_93444,LOYALTY,4
P093445,Passenger_93445,VIP,4
P093446,Passenger_93446,NORMAL,5
P093447,Passenger_93447,UNACCOMPANIED_MINOR,1
P093448,Passenger_93448,VIP,2
P093449,Passenger_93449,NORMAL,5
P093450,Passenger_93450,VIP,4
P093451,Passenger_93451,VIP,5
P093452,Passenger_93452,UNACCOMPANIED_MINOR,2
P093453,Passenger_93453,LOYALTY,3
P093454,Passenger_93454,NORMAL,1
P093455,Passenger_93455,VIP,5
P093456,Passenger_93456,NORMAL,2
P093457,Passenger_93457,LOYALTY,1
P093458,Passenger_93458,LOYALTY,5
P093459,Passenger_93459,VIP,1
P093460,Passenger_93460,UNACCOMPANIED_MINOR,3
P093461,Passenger_93461,UNACCOMPANIED_MINOR,4
P093462,Passenger_93462,NORMAL,1
P093463,Passenger_93463,UNACCOMPANIED_MINOR,0
P093464,Passenger_93464,UNACCOMPANIED_MINOR,5
P093465,Passenger_93465,UNACCOMPANIED_MINOR,0
P093466,Passenger_93466,LOYALTY,0
P093467,Passenger_93467,NORMAL,2
P093468,Passenger_93468,VIP,4
P093469,Passenger_93469,NORMAL,2
P093470,Passenger_93470,UNACCOMPANIED_MINOR,1
P093471,Passenger_93471,LOYALTY,3
P093472,Passenger_93472,LOYALTY,4
P093473,Passenger_93473,NORMAL,5
P093474,Passenger_93474,VIP,5
P093475,Passenger_93475,LOYALTY,0
P093476,Passenger_93476,VIP,0
P093477,Passenger_93477,NORMAL,2
P093478,Passenger_93478,LOYALTY,0
P093479,Passenger_93479,UNACCOMPANIED_MINOR,2
P093480,Passenger_93480,VIP,1
P093481,Passenger_93481,VIP,4
P093482,Passenger_93482,UNACCOMPANIED_MINOR,1
P093483,Passenger_93483,LOYALTY,5
P093484,Passenger_93484,UNACCOMPANIED_MINOR,0
P093485,Passenger_93485,LOYALTY,0
P093486,Passenger_93486,VIP,4
P093487,Passenger_93487,NORMAL,3
P093488,Passenger_93488,UNACCOMPANIED_MINOR,5
P093489,Passenger_93489,NORMAL,1
P093490,Passenger_93490,VIP,5
P093491,Passenger_93491,UNACCOMPANIED_MINOR,0
P093492,Passenger_93492,NORMAL,2
P093493,Passenger_93493,NORMAL,3
P093494,Passenger_93494,LOYALTY,2
P093495,Passenger_93495,NORMAL,0
P093496,Passenger_93496,VIP,3
P093497,Passenger_93497,LOYALTY,2
P093498,Passenger_93498,VIP,1
P093499,Passenger_93499,VIP,3
P093500,Passenger_93500,UNACCOMPANIED_MINOR,2
P093501,Passenger_93501,NORMAL,3
P093502,Passenger_93502,NORMAL,3
P093503,Passenger_93503,LOYALTY,1
P093504,Passenger_93504,VIP,3
P093505,Passenger_93505,NORMAL,3
P093506,Passenger_93506,LOYALTY,5
P093507,Passenger_93507,VIP,0
P093508,Passenger_93508,UNACCOMPANIED_MINOR,1
P093509,Passenger_93509,UNACCOMPANIED_MINOR,2
P093510,Passenger_93510,LOYALTY,4
P093511,Passenger_93511,UNACCOMPANIED_MINOR,4
P093512,Passenger_93512,LOYALTY,0
P093513,Passenger_93513,LOYALTY,2
P093514,Passenger_93514,VIP,5
P093515,Passenger_93515,VIP,0
P093516,Passenger_93516,VIP,1
P093517,Passenger_93517,NORMAL,1
P093518,Passenger_93518,LOYALTY,2
P093519,Passenger_93519,LOYALTY,4
P093520,Passenger_93520,LOYALTY,2
P093521,Passenger_93521,NORMAL,0
P093522,Passenger_93522,VIP,0
P093523,Passenger_93523,NORMAL,1
P093524,Passenger_93524,NORMAL,5
P093525,Passenger_93525,UNACCOMPANIED_MINOR,1
P093526,Passenger_93526,VIP,4
P093527,Passenger_93527,VIP,4
P093528,Passenger_93528,NORMAL,4
P093529,Passenger_93529,VIP,1
P093530,Passenger_93530,VIP,0
P093531,Passenger_93531,LOYALTY,0
P093532,Passenger_93532,NORMAL,0
P093533,Passenger_93533,NORMAL,4
P093534,Passenger_93534,VIP,0
P093535,Passenger_93535,UNACCOMPANIED_MINOR,0
P093536,Passenger_93536,UNACCOMPANIED_MINOR,2
P093537,Passenger_93537,LOYALTY,1
P093538,Passenger_93538,LOYALTY,3
P093539,Passenger_93539,UNACCOMPANIED_MINOR,0
P093540,Passenger_93540,LOYALTY,0
P093541,Passenger_93541,NORMAL,0
P093542,Passenger_93542,VIP,2
P093543,Passenger_93543,LOYALTY,0
P093544,Passenger_93544,UNACCOMPANIED_MINOR,3
P093545,Passenger_93545,VIP,1
P093546,Passenger_93546,NORMAL,0
P093547,Passenger_93547,LOYALTY,5
P093548,Passenger_93548,VIP,5
P093549,Passenger_93549,VIP,4
P093550,Passenger_93550,LOYALTY,3
P093551,Passenger_93551,UNACCOMPANIED_MINOR,5
P093552,Passenger_93552,UNACCOMPANIED_MINOR,1
P093553,Passenger_93553,LOYALTY,4
P093554,Passenger_93554,VIP,4
P093555,Passenger_93555,UNACCOMPANIED_MINOR,4
P093556,Passenger_93556,VIP,2
P093557,Passenger_93557,UNACCOMPANIED_MINOR,1
P093558,Passenger_93558,NORMAL,3
P093559,Passenger_93559,LOYALTY,3
P093560,Passenger_93560,UNACCOMPANIED_MINOR,0
P093561,Passenger_93561,NORMAL,0
P093562,Passenger_93562,NORMAL,1
P093563,Passenger_93563,LOYALTY,3
P093564,Passenger_93564,VIP,3
P093565,Passenger_93565,VIP,5
P093566,Passenger_93566,NORMAL,4
P093567,Passenger_93567,VIP,3
P093568,Passenger_93568,VIP,1
P093569,Passenger_93569,NORMAL,0
P093570,Passenger_93570,NORMAL,3
P093571,Passenger_93571,UNACCOMPANIED_MINOR,3
P093572,Passenger_93572,LOYALTY,5
P093573,Passenger_93573,LOYALTY,4
P093574,Passenger_93574,NORMAL,2
P093575,Passenger_93575,LOYALTY,3
P093576,Passenger_93576,VIP,0
P093577,Passenger_93577,NORMAL,0
P093578,Passenger_93578,NORMAL,2
P093579,Passenger_93579,LOYALTY,4
P093580,Passenger_93580,LOYALTY,1
P093581,Passenger_93581,VIP,1
P093582,Passenger_93582,NORMAL,4
P093583,Passenger_93583,NORMAL,0
P093584,Passenger_93584,LOYALTY,4
P093585,Passenger_93585,VIP,4
P093586,Passenger_93586,LOYALTY,3
P093587,Passenger_93587,UNACCOMPANIED_MINOR,4
P093588,Passenger_93588,NORMAL,3
P093589,Passenger_93589,NORMAL,3
P093590,Passenger_93590,VIP,1
P093591,Passenger_93591,VIP,2
P093592,Passenger_93592,UNACCOMPANIED_MINOR,4
P093593,Passenger_93593,LOYALTY,5
P093594,Passenger_93594,UNACCOMPANIED_MINOR,2
P093595,Passenger_93595,UNACCOMPANIED_MINOR,4
P093596,Passenger_93596,NORMAL,4
P093597,Passenger_93597,UNACCOMPANIED_MINOR,1
P093598,Passenger_93598,VIP,3
P093599,Passenger_93599,VIP,1
P093600,Passenger_93600,UNACCOMPANIED_MINOR,2
P093601,Passenger_93601,VIP,0
P093602,Passenger_93602,VIP,5
P093603,Passenger_93603,VIP,5
P093604,Passenger_93604,NORMAL,0
P093605,Passenger_93605,LOYALTY,3
P093606,Passenger_93606,NORMAL,0
P093607,Passenger_93607,NORMAL,4
P093608,Passenger_93608,LOYALTY,1
P093609,Passenger_93609,VIP,2
P093610,Passenger_93610,VIP,1
P093611,Passenger_93611,UNACCOMPANIED_MINOR,0
P093612,Passenger_93612,UNACCOMPANIED_MINOR,5
P093613,Passenger_93613,UNACCOMPANIED_MINOR,1
P093614,Passenger_93614,UNACCOMPANIED_MINOR,2
P093615,Passenger_93615,NORMAL,3
P093616,Passenger_93616,NORMAL,0
P093617,Passenger_93617,VIP,4
P093618,Passenger_93618,LOYALTY,4
P093619,Passenger_93619,NORMAL,3
P093620,Passenger_93620,UNACCOMPANIED_MINOR,0
P093621,Passenger_93621,UNACCOMPANIED_MINOR,4
P093622,Passenger_93622,UNACCOMPANIED_MINOR,1
P093623,Passenger_93623,NORMAL,0
P093624,Passenger_93624,NORMAL,2
P093625,Passenger_93625,VIP,0
P093626,Passenger_93626,NORMAL,4
P093627,Passenger_93627,NORMAL,5
P093628,Passenger_93628,VIP,5
P093629,Passenger_93629,VIP,5
P093630,Passenger_93630,LOYALTY,3
P093631,Passenger_93631,NORMAL,1
P093632,Passenger_93632,NORMAL,5
P093633,Passenger_93633,LOYALTY,4
P093634,Passenger_93634,LOYALTY,2
P093635,Passenger_93635,LOYALTY,2
P093636,Passenger_93636,UNACCOMPANIED_MINOR,0
P093637,Passenger_93637,NORMAL,3
P093638,Passenger_93638,VIP,4
P093639,Passenger_93639,VIP,5
P093640,Passenger_93640,LOYALTY,5
P093641,Passenger_93641,NORMAL,2
P093642,Passenger_93642,UNACCOMPANIED_MINOR,2
P093643,Passenger_93643,UNACCOMPANIED_MINOR,0
P093644,Passenger_93644,VIP,4
P093645,Passenger_93645,NORMAL,4
P093646,Passenger_93646,VIP,4
P093647,Passenger_93647,NORMAL,3
P093648,Passenger_93648,VIP,0
P093649,Passenger_93649,NORMAL,2
P093650,Passenger_93650,NORMAL,2
P093651,Passenger_93651,LOYALTY,5
P093652,Passenger_93652,LOYALTY,0
P093653,Passenger_93653,LOYALTY,1
P093654,Passenger_93654,UNACCOMPANIED_MINOR,3
P093655,Passenger_93655,VIP,3
P093656,Passenger_93656,LOYALTY,3
P093657,Passenger_93657,LOYALTY,3
P093658,Passenger_93658,NORMAL,4
P093659,Passenger_93659,NORMAL,3
P093660,Passenger_93660,LOYALTY,2
P093661,Passenger_93661,NORMAL,5
P093662,Passenger_93662,NORMAL,1
P093663,Passenger_93663,LOYALTY,2
P093664,Passenger_93664,NORMAL,1
P093665,Passenger_93665,LOYALTY,1
P093666,Passenger_93666,UNACCOMPANIED_MINOR,0
P093667,Passenger_93667,UNACCOMPANIED_MINOR,5
P093668,Passenger_93668,UNACCOMPANIED_MINOR,0
P093669,Passenger_93669,LOYALTY,3
P093670,Passenger_93670,LOYALTY,2
P093671,Passenger_93671,UNACCOMPANIED_MINOR,5
P093672,Passenger_93672,NORMAL,0
P093673,Passenger_93673,VIP,3
P093674,Passenger_93674,VIP,2
P093675,Passenger_93675,LOYALTY,1
P093676,Passenger_93676,UNACCOMPANIED_MINOR,4
P093677,Passenger_93677,UNACCOMPANIED_MINOR,2
P093678,Passenger_93678,LOYALTY,5
P093679,Passenger_93679,VIP,5
P093680,Passenger_93680,NORMAL,2
P093681,Passenger_93681,NORMAL,4
P093682,Passenger_93682,LOYALTY,3
P093683,Passenger_93683,UNACCOMPANIED_MINOR,1
P093684,Passenger_93684,LOYALTY,0
P093685,Passenger_93685,LOYALTY,0
P093686,Passenger_93686,VIP,3
P093687,Passenger_93687,NORMAL,4
P093688,Passenger_93688,NORMAL,4
P093689,Passenger_93689,VIP,0
P093690,Passenger_93690,VIP,0
P093691,Passenger_93691,NORMAL,3
P093692,Passenger_93692,LOYALTY,3
P093693,Passenger_93693,UNACCOMPANIED_MINOR,2
P093694,Passenger_93694,UNACCOMPANIED_MINOR,5
P093695,Passenger_93695,NORMAL,1
P093696,Passenger_93696,VIP,5
P093697,Passenger_93697,UNACCOMPANIED_MINOR,2
P093698,Passenger_93698,NORMAL,5
P093699,Passenger_93699,LOYALTY,4
P093700,Passenger_93700,VIP,0
P093701,Passenger_93701,VIP,5
P093702,Passenger_93702,LOYALTY,0
P093703,Passenger_93703,NORMAL,0
P093704,Passenger_93704,UNACCOMPANIED_MINOR,2
P093705,Passenger_93705,VIP,3
P093706,Passenger_93706,NORMAL,2
P093707,Passenger_93707,UNACCOMPANIED_MINOR,5
P093708,Passenger_93708,NORMAL,2
P093709,Passenger_93709,LOYALTY,2
P093710,Passenger_93710,UNACCOMPANIED_MINOR,4
P093711,Passenger_93711,UNACCOMPANIED_MINOR,3
P093712,Passenger_93712,VIP,4
P093713,Passenger_93713,LOYALTY,0
P093714,Passenger_93714,VIP,0
P093715,Passenger_93715,UNACCOMPANIED_MINOR,2
P093716,Passenger_93716,LOYALTY,3
P093717,Passenger_93717,LOYALTY,0
P093718,Passenger_93718,NORMAL,2
P093719,Passenger_93719,LOYALTY,2
P093720,Passenger_93720,VIP,0
P093721,Passenger_93721,UNACCOMPANIED_MINOR,4
P093722,Passenger_93722,NORMAL,5
P093723,Passenger_93723,NORMAL,4
P093724,Passenger_93724,UNACCOMPANIED_MINOR,1
P093725,Passenger_93725,LOYALTY,3
P093726,Passenger_93726,LOYALTY,2
P093727,Passenger_93727,VIP,4
P093728,Passenger_93728,NORMAL,0
P093729,Passenger_93729,VIP,2
