pnr_id,passenger_id,flight_id,seat_class
PNR088597,P088597,FL03867,FIRST
PNR088598,P088598,FL08153,FIRST
PNR088599,P088599,FL07460,FIRST
PNR088600,P088600,FL02281,ECONOMY
PNR088601,P088601,FL09057,ECONOMY
PNR088602,P088602,FL05425,ECONOMY
PNR088603,P088603,FL03808,ECONOMY
PNR088604,P088604,FL01724,ECONOMY
PNR088605,P088605,FL02709,FIRST
PNR088606,P088606,FL01965,ECONOMY
PNR088607,P088607,FL06606,FIRST
PNR088608,P088608,FL03364,ECONOMY
PNR088609,P088609,FL07362,BUSINESS
PNR088610,P088610,FL03465,FIRST
PNR088611,P088611,FL05073,FIRST
PNR088612,P088612,FL01406,FIRST
PNR088613,P088613,FL06811,ECONOMY
PNR088614,P088614,FL04912,FIRST
PNR088615,P088615,FL08823,ECONOMY
PNR088616,P088616,FL00435,BUSINESS
PNR088617,P088617,FL03395,BUSINESS
PNR088618,P088618,FL00499,FIRST
PNR088619,P088619,FL02088,ECONOMY
PNR088620,P088620,FL02728,ECONOMY
PNR088621,P088621,FL06247,ECONOMY
PNR088622,P088622,FL06760,BUSINESS
PNR088623,P088623,FL07489,BUSINESS
PNR088624,P088624,FL04258,ECONOMY
PNR088625,P088625,FL01504,ECONOMY
PNR088626,P088626,FL03888,BUSINESS
PNR088627,P088627,FL06940,FIRST
PNR088628,P088628,FL03711,FIRST
PNR088629,P088629,FL03145,FIRST
PNR088630,P088630,FL00298,BUSINESS
PNR088631,P088631,FL00192,ECONOMY
PNR088632,P088632,FL04034,BUSINESS
PNR088633,P088633,FL08238,BUSINESS
PNR088634,P088634,FL02645,ECONOMY
PNR088635,P088635,FL05353,BUSINESS
PNR088636,P088636,FL07483,BUSINESS
PNR088637,P088637,FL07546,ECONOMY
PNR088638,P088638,FL09953,FIRST
PNR088639,P088639,FL05705,FIRST
PNR088640,P088640,FL08742,ECONOMY
PNR088641,P088641,FL01078,ECONOMY
PNR088642,P088642,FL09831,ECONOMY
PNR088643,P088643,FL07680,FIRST
PNR088644,P088644,FL05576,BUSINESS
PNR088645,P088645,FL03477,FIRST
PNR088646,P088646,FL05613,FIRST
PNR088647,P088647,FL06083,FIRST
PNR088648,P088648,FL06162,BUSINESS
PNR088649,P088649,FL08251,FIRST
PNR088650,P088650,FL09472,ECONOMY
PNR088651,P088651,FL02859,ECONOMY
PNR088652,P088652,FL06171,BUSINESS
PNR088653,P088653,FL08480,ECONOMY
PNR088654,P088654,FL05158,FIRST
PNR088655,P088655,FL03752,FIRST
PNR088656,P088656,FL00495,ECONOMY
PNR088657,P088657,FL03212,ECONOMY
PNR088658,P088658,FL08527,ECONOMY
PNR088659,P088659,FL02669,BUSINESS
PNR088660,P088660,FL03867,FIRST
PNR088661,P088661,FL09940,FIRST
PNR088662,P088662,FL04746,ECONOMY
PNR088663,P088663,FL00884,BUSINESS
PNR088664,P088664,FL00907,BUSINESS
PNR088665,P088665,FL07096,FIRST
PNR088666,P088666,FL07460,ECONOMY
PNR088667,P088667,FL06645,BUSINESS
PNR088668,P088668,FL05145,BUSINESS
PNR088669,P088669,FL09741,ECONOMY
PNR088670,P088670,FL04276,FIRST
PNR088671,P088671,FL08131,BUSINESS
PNR088672,P088672,FL00287,ECONOMY
PNR088673,P088673,FL05767,BUSINESS
PNR088674,P088674,FL03706,BUSINESS
PNR088675,P088675,FL06484,FIRST
PNR088676,P088676,FL04825,FIRST
PNR088677,P088677,FL07794,FIRST
PNR088678,P088678,FL05778,ECONOMY
PNR088679,P088679,FL00187,BUSINESS
PNR088680,P088680,FL09593,BUSINESS
PNR088681,P088681,FL07362,FIRST
PNR088682,P088682,FL03855,FIRST
PNR088683,P088683,FL04128,BUSINESS
PNR088684,P088684,FL00075,FIRST
PNR088685,P088685,FL02232,FIRST
PNR088686,P088686,FL05821,ECONOMY
PNR088687,P088687,FL05191,ECONOMY
PNR088688,P088688,FL04592,ECONOMY
PNR088689,P088689,FL09571,FIRST
PNR088690,P088690,FL00938,ECONOMY
PNR088691,P088691,FL06874,FIRST
PNR088692,P088692,FL09344,BUSINESS
PNR088693,P088693,FL01461,BUSINESS
PNR088694,P088694,FL03533,FIRST
PNR088695,P088695,FL04978,ECONOMY
PNR088696,P088696,FL09488,FIRST
PNR088697,P088697,FL00905,ECONOMY
PNR088698,P088698,FL02218,FIRST
PNR088699,P088699,FL06871,ECONOMY
PNR088700,P088700,FL06397,ECONOMY
PNR088701,P088701,FL09268,FIRST
PNR088702,P088702,FL05290,BUSINESS
PNR088703,P088703,FL03631,ECONOMY
PNR088704,P088704,FL05391,BUSINESS
PNR088705,P088705,FL03386,ECONOMY
PNR088706,P088706,FL07293,ECONOMY
PNR088707,P088707,FL08062,FIRST
PNR088708,P088708,FL04667,FIRST
PNR088709,P088709,FL01142,BUSINESS
PNR088710,P088710,FL09386,BUSINESS
PNR088711,P088711,FL08393,FIRST
PNR088712,P088712,FL07165,BUSINESS
PNR088713,P088713,FL04906,BUSINESS
PNR088714,P088714,FL09261,ECONOMY
PNR088715,P088715,FL07799,BUSINESS
PNR088716,P088716,FL01918,BUSINESS
PNR088717,P088717,FL06924,BUSINESS
PNR088718,P088718,FL01984,ECONOMY
PNR088719,P088719,FL02193,ECONOMY
PNR088720,P088720,FL00450,ECONOMY
PNR088721,P088721,FL02226,ECONOMY
PNR088722,P088722,FL08711,ECONOMY
PNR088723,P088723,FL08966,BUSINESS
PNR088724,P088724,FL07187,FIRST
PNR088725,P088725,FL03563,BUSINESS
PNR088726,P088726,FL08949,BUSINESS
PNR088727,P088727,FL09118,FIRST
PNR088728,P088728,FL06995,BUSINESS
PNR088729,P088729,FL00723,BUSINESS
PNR088730,P088730,FL09098,FIRST
PNR088731,P088731,FL02376,BUSINESS
PNR088732,P088732,FL09409,BUSINESS
PNR088733,P088733,FL01290,FIRST
PNR088734,P088734,FL08172,ECONOMY
PNR088735,P088735,FL00412,FIRST
PNR088736,P088736,FL09723,BUSINESS
PNR088737,P088737,FL07730,FIRST
PNR088738,P088738,FL00127,FIRST
PNR088739,P088739,FL08271,ECONOMY
PNR088740,P088740,FL02444,BUSINESS
PNR088741,P088741,FL06900,ECONOMY
PNR088742,P088742,FL09049,FIRST
PNR088743,P088743,FL07995,BUSINESS
PNR088744,P088744,FL09031,BUSINESS
PNR088745,P088745,FL06766,FIRST
PNR088746,P088746,FL09324,FIRST
PNR088747,P088747,FL00864,BUSINESS
PNR088748,P088748,FL08334,BUSINESS
PNR088749,P088749,FL02112,FIRST
PNR088750,P088750,FL06856,BUSINESS
PNR088751,P088751,FL07155,FIRST
PNR088752,P088752,FL07513,BUSINESS
PNR088753,P088753,FL07743,FIRST
PNR088754,P088754,FL07454,BUSINESS
PNR088755,P088755,FL09751,FIRST
PNR088756,P088756,FL03830,ECONOMY
PNR088757,P088757,FL02183,ECONOMY
PNR088758,P088758,FL03774,BUSINESS
PNR088759,P088759,FL04174,BUSINESS
PNR088760,P088760,FL02321,FIRST
PNR088761,P088761,FL05134,FIRST
PNR088762,P088762,FL00613,BUSINESS
PNR088763,P088763,FL01569,ECONOMY
PNR088764,P088764,FL02548,BUSINESS
PNR088765,P088765,FL01877,FIRST
PNR088766,P088766,FL08419,BUSINESS
PNR088767,P088767,FL07559,ECONOMY
PNR088768,P088768,FL06075,ECONOMY
PNR088769,P088769,FL09355,BUSINESS
PNR088770,P088770,FL00815,FIRST
PNR088771,P088771,FL07075,FIRST
PNR088772,P088772,FL06703,BUSINESS
PNR088773,P088773,FL03441,FIRST
PNR088774,P088774,FL03825,ECONOMY
PNR088775,P088775,FL03911,FIRST
PNR088776,P088776,FL04376,FIRST
PNR088777,P088777,FL05793,ECONOMY
PNR088778,P088778,FL05549,ECONOMY
PNR088779,P088779,FL01285,ECONOMY
PNR088780,P088780,FL03708,ECONOMY
PNR088781,P088781,FL02777,FIRST
PNR088782,P088782,FL09927,ECONOMY
PNR088783,P088783,FL06326,FIRST
PNR088784,P088784,FL06016,FIRST
PNR088785,P088785,FL07092,ECONOMY
PNR088786,P088786,FL08782,FIRST
PNR088787,P088787,FL07699,BUSINESS
PNR088788,P088788,FL02542,ECONOMY
PNR088789,P088789,FL01664,ECONOMY
PNR088790,P088790,FL07066,ECONOMY
PNR088791,P088791,FL05203,BUSINESS
PNR088792,P088792,FL08038,BUSINESS
PNR088793,P088793,FL03336,FIRST
PNR088794,P088794,FL05205,ECONOMY
PNR088795,P088795,FL00705,BUSINESS
PNR088796,P088796,FL08452,ECONOMY
PNR088797,P088797,FL00233,FIRST
PNR088798,P088798,FL07899,BUSINESS
PNR088799,P088799,FL00237,BUSINESS
PNR088800,P088800,FL09373,FIRST
PNR088801,P088801,FL06544,BUSINESS
PNR088802,P088802,FL04904,ECONOMY
PNR088803,P088803,FL04195,ECONOMY
PNR088804,P088804,FL08426,FIRST
PNR088805,P088805,FL05806,BUSINESS
PNR088806,P088806,FL08364,FIRST
PNR088807,P088807,FL03246,FIRST
PNR088808,P088808,FL01738,BUSINESS
PNR088809,P088809,FL03992,FIRST
PNR088810,P088810,FL02328,FIRST
PNR088811,P088811,FL05567,BUSINESS
PNR088812,P088812,FL01002,FIRST
PNR088813,P088813,FL00830,BUSINESS
PNR088814,P088814,FL05646,FIRST
PNR088815,P088815,FL08948,ECONOMY
PNR088816,P088816,FL07340,BUSINESS
PNR088817,P088817,FL06647,FIRST
PNR088818,P088818,FL09830,ECONOMY
PNR088819,P088819,FL03438,ECONOMY
PNR088820,P088820,FL09409,FIRST
PNR088821,P088821,FL01036,BUSINESS
PNR088822,P088822,FL00073,BUSINESS
PNR088823,P088823,FL07341,FIRST
PNR088824,P088824,FL07059,FIRST
PNR088825,P088825,FL03093,BUSINESS
PNR088826,P088826,FL06571,ECONOMY
PNR088827,P088827,FL02631,BUSINESS
PNR088828,P088828,FL03250,BUSINESS
PNR088829,P088829,FL06204,FIRST
PNR088830,P088830,FL05725,FIRST
PNR088831,P088831,FL06369,FIRST
PNR088832,P088832,FL07700,BUSINESS
PNR088833,P088833,FL01085,BUSINESS
PNR088834,P088834,FL06012,ECONOMY
PNR088835,P088835,FL00429,BUSINESS
PNR088836,P088836,FL05090,ECONOMY
PNR088837,P088837,FL00314,FIRST
PNR088838,P088838,FL00528,FIRST
PNR088839,P088839,FL09037,BUSINESS
PNR088840,P088840,FL08593,FIRST
PNR088841,P088841,FL01300,BUSINESS
PNR088842,P088842,FL09469,ECONOMY
PNR088843,P088843,FL09038,ECONOMY
PNR088844,P088844,FL04409,BUSINESS
PNR088845,P088845,FL03722,BUSINESS
PNR088846,P088846,FL09178,BUSINESS
PNR088847,P088847,FL00406,FIRST
PNR088848,P088848,FL07930,FIRST
PNR088849,P088849,FL08365,ECONOMY
PNR088850,P088850,FL02050,ECONOMY
PNR088851,P088851,FL05215,ECONOMY
PNR088852,P088852,FL05651,BUSINESS
PNR088853,P088853,FL07030,FIRST
PNR088854,P088854,FL09966,BUSINESS
PNR088855,P088855,FL08611,BUSINESS
PNR088856,P088856,FL05018,BUSINESS
PNR088857,P088857,FL03715,ECONOMY
PNR088858,P088858,FL05391,BUSINESS
PNR088859,P088859,FL08392,ECONOMY
PNR088860,P088860,FL07452,BUSINESS
PNR088861,P088861,FL05645,BUSINESS
PNR088862,P088862,FL00381,FIRST
PNR088863,P088863,FL00562,ECONOMY
PNR088864,P088864,FL05775,ECONOMY
PNR088865,P088865,FL04940,BUSINESS
PNR088866,P088866,FL09681,FIRST
PNR088867,P088867,FL08416,BUSINESS
PNR088868,P088868,FL08730,FIRST
PNR088869,P088869,FL08484,BUSINESS
PNR088870,P088870,FL08238,FIRST
PNR088871,P088871,FL02701,BUSINESS
PNR088872,P088872,FL07180,ECONOMY
PNR088873,P088873,FL02137,ECONOMY
PNR088874,P088874,FL09777,FIRST
PNR088875,P088875,FL05922,BUSINESS
PNR088876,P088876,FL08802,FIRST
PNR088877,P088877,FL04450,ECONOMY
PNR088878,P088878,FL03614,BUSINESS
PNR088879,P088879,FL01568,ECONOMY
PNR088880,P088880,FL07759,FIRST
PNR088881,P088881,FL01261,ECONOMY
PNR088882,P088882,FL03464,FIRST
PNR088883,P088883,FL05277,BUSINESS
PNR088884,P088884,FL01268,FIRST
PNR088885,P088885,FL07739,ECONOMY
PNR088886,P088886,FL06395,BUSINESS
PNR088887,P088887,FL01127,BUSINESS
PNR088888,P088888,FL03604,BUSINESS
PNR088889,P088889,FL07518,ECONOMY
PNR088890,P088890,FL07956,ECONOMY
PNR088891,P088891,FL01317,FIRST
PNR088892,P088892,FL07786,BUSINESS
PNR088893,P088893,FL08322,BUSINESS
PNR088894,P088894,FL06293,ECONOMY
PNR088895,P088895,FL04716,BUSINESS
PNR088896,P088896,FL03300,BUSINESS
PNR088897,P088897,FL06214,FIRST
PNR088898,P088898,FL08739,ECONOMY
PNR088899,P088899,FL02065,ECONOMY
PNR088900,P088900,FL09408,FIRST
PNR088901,P088901,FL09754,BUSINESS
PNR088902,P088902,FL01502,FIRST
PNR088903,P088903,FL09775,BUSINESS
PNR088904,P088904,FL00971,FIRST
PNR088905,P088905,FL03194,BUSINESS
PNR088906,P088906,FL09480,FIRST
PNR088907,P088907,FL06101,FIRST
PNR088908,P088908,FL00168,BUSINESS
PNR088909,P088909,FL03884,FIRST
PNR088910,P088910,FL04908,FIRST
PNR088911,P088911,FL00724,FIRST
PNR088912,P088912,FL09772,ECONOMY
PNR088913,P088913,FL09271,FIRST
PNR088914,P088914,FL06738,BUSINESS
PNR088915,P088915,FL09798,BUSINESS
PNR088916,P088916,FL07991,ECONOMY
PNR088917,P088917,FL07851,ECONOMY
PNR088918,P088918,FL05655,FIRST
PNR088919,P088919,FL05811,FIRST
PNR088920,P088920,FL00317,ECONOMY
PNR088921,P088921,FL09505,FIRST
PNR088922,P088922,FL04075,ECONOMY
PNR088923,P088923,FL09645,BUSINESS
PNR088924,P088924,FL02569,ECONOMY
PNR088925,P088925,FL06763,BUSINESS
PNR088926,P088926,FL09581,BUSINESS
PNR088927,P088927,FL06891,ECONOMY
PNR088928,P088928,FL07236,BUSINESS
PNR088929,P088929,FL01364,ECONOMY
PNR088930,P088930,FL02791,BUSINESS
PNR088931,P088931,FL06414,ECONOMY
PNR088932,P088932,FL03471,ECONOMY
PNR088933,P088933,FL05410,ECONOMY
PNR088934,P088934,FL06939,ECONOMY
PNR088935,P088935,FL00696,BUSINESS
PNR088936,P088936,FL02823,FIRST
PNR088937,P088937,FL01746,ECONOMY
PNR088938,P088938,FL04195,BUSINESS
PNR088939,P088939,FL09479,ECONOMY
PNR088940,P088940,FL00205,FIRST
PNR088941,P088941,FL07616,ECONOMY
PNR088942,P088942,FL05132,ECONOMY
PNR088943,P088943,FL07588,BUSINESS
PNR088944,P088944,FL05095,ECONOMY
PNR088945,P088945,FL07104,ECONOMY
PNR088946,P088946,FL09937,BUSINESS
PNR088947,P088947,FL05536,FIRST
PNR088948,P088948,FL08346,BUSINESS
PNR088949,P088949,FL05301,ECONOMY
PNR088950,P088950,FL07314,FIRST
PNR088951,P088951,FL00554,BUSINESS
PNR088952,P088952,FL04486,FIRST
PNR088953,P088953,FL09016,FIRST
PNR088954,P088954,FL00871,FIRST
PNR088955,P088955,FL00460,FIRST
PNR088956,P088956,FL04153,ECONOMY
PNR088957,P088957,FL06650,ECONOMY
PNR088958,P088958,FL02573,ECONOMY
PNR088959,P088959,FL05217,ECONOMY
PNR088960,P088960,FL02182,FIRST
PNR088961,P088961,FL07477,ECONOMY
PNR088962,P088962,FL01304,FIRST
PNR088963,P088963,FL05507,ECONOMY
PNR088964,P088964,FL02138,ECONOMY
PNR088965,P088965,FL07996,ECONOMY
PNR088966,P088966,FL04050,BUSINESS
PNR088967,P088967,FL08330,BUSINESS
PNR088968,P088968,FL00278,FIRST
PNR088969,P088969,FL02237,FIRST
PNR088970,P088970,FL02355,BUSINESS
PNR088971,P088971,FL04422,FIRST
PNR088972,P088972,FL01202,ECONOMY
PNR088973,P088973,FL01569,ECONOMY
PNR088974,P088974,FL04237,ECONOMY
PNR088975,P088975,FL05082,BUSINESS
PNR088976,P088976,FL09714,FIRST
PNR088977,P088977,FL02551,BUSINESS
PNR088978,P088978,FL02515,FIRST
PNR088979,P088979,FL09360,BUSINESS
PNR088980,P088980,FL00178,FIRST
PNR088981,P088981,FL05021,ECONOMY
PNR088982,P088982,FL04890,FIRST
PNR088983,P088983,FL06144,FIRST
PNR088984,P088984,FL00728,FIRST
PNR088985,P088985,FL02440,ECONOMY
PNR088986,P088986,FL02276,FIRST
PNR088987,P088987,FL07317,ECONOMY
PNR088988,P088988,FL09393,BUSINESS
PNR088989,P088989,FL07376,BUSINESS
PNR088990,P088990,FL00509,ECONOMY
PNR088991,P088991,FL00848,FIRST
PNR088992,P088992,FL03482,BUSINESS
PNR088993,P088993,FL06875,BUSINESS
PNR088994,P088994,FL08329,FIRST
PNR088995,P088995,FL01366,ECONOMY
PNR088996,P088996,FL04677,ECONOMY
PNR088997,P088997,FL03908,BUSINESS
PNR088998,P088998,FL09159,ECONOMY
PNR088999,P088999,FL05912,FIRST
PNR089000,P089000,FL09260,BUSINESS
PNR089001,P089001,FL03430,ECONOMY
PNR089002,P089002,FL04187,ECONOMY
PNR089003,P089003,FL08124,ECONOMY
PNR089004,P089004,FL00197,FIRST
PNR089005,P089005,FL07694,BUSINESS
PNR089006,P089006,FL00653,BUSINESS
PNR089007,P089007,FL02398,FIRST
PNR089008,P089008,FL00625,ECONOMY
PNR089009,P089009,FL01847,ECONOMY
PNR089010,P089010,FL05069,BUSINESS
PNR089011,P089011,FL05306,FIRST
PNR089012,P089012,FL05729,ECONOMY
PNR089013,P089013,FL08356,ECONOMY
PNR089014,P089014,FL05867,ECONOMY
PNR089015,P089015,FL02613,ECONOMY
PNR089016,P089016,FL00502,FIRST
PNR089017,P089017,FL00487,ECONOMY
PNR089018,P089018,FL00007,ECONOMY
PNR089019,P089019,FL06735,ECONOMY
PNR089020,P089020,FL00183,FIRST
PNR089021,P089021,FL07433,BUSINESS
PNR089022,P089022,FL04505,ECONOMY
PNR089023,P089023,FL07042,BUSINESS
PNR089024,P089024,FL07956,FIRST
PNR089025,P089025,FL04229,ECONOMY
PNR089026,P089026,FL08214,BUSINESS
PNR089027,P089027,FL05013,ECONOMY
PNR089028,P089028,FL07551,FIRST
PNR089029,P089029,FL05602,ECONOMY
PNR089030,P089030,FL00612,FIRST
PNR089031,P089031,FL04458,ECONOMY
PNR089032,P089032,FL01753,FIRST
PNR089033,P089033,FL07604,ECONOMY
PNR089034,P089034,FL03116,FIRST
PNR089035,P089035,FL09115,FIRST
PNR089036,P089036,FL09512,FIRST
PNR089037,P089037,FL02383,FIRST
PNR089038,P089038,FL05812,FIRST
PNR089039,P089039,FL04677,FIRST
PNR089040,P089040,FL05233,BUSINESS
PNR089041,P089041,FL04093,ECONOMY
PNR089042,P089042,FL08089,BUSINESS
PNR089043,P089043,FL00295,ECONOMY
PNR089044,P089044,FL04646,FIRST
PNR089045,P089045,FL04073,FIRST
PNR089046,P089046,FL00467,ECONOMY
PNR089047,P089047,FL09513,BUSINESS
PNR089048,P089048,FL04252,BUSINESS
PNR089049,P089049,FL08366,BUSINESS
PNR089050,P089050,FL06732,FIRST
PNR089051,P089051,FL03640,FIRST
PNR089052,P089052,FL00084,BUSINESS
PNR089053,P089053,FL07321,BUSINESS
PNR089054,P089054,FL08045,ECONOMY
PNR089055,P089055,FL02298,ECONOMY
PNR089056,P089056,FL03416,BUSINESS
PNR089057,P089057,FL02709,ECONOMY
PNR089058,P089058,FL03506,ECONOMY
PNR089059,P089059,FL01644,ECONOMY
PNR089060,P089060,FL04199,BUSINESS
PNR089061,P089061,FL07421,FIRST
PNR089062,P089062,FL05004,BUSINESS
PNR089063,P089063,FL08110,FIRST
PNR089064,P089064,FL07704,ECONOMY
PNR089065,P089065,FL06835,ECONOMY
PNR089066,P089066,FL08260,BUSINESS
PNR089067,P089067,FL01857,FIRST
PNR089068,P089068,FL08261,BUSINESS
PNR089069,P089069,FL00829,FIRST
PNR089070,P089070,FL01626,ECONOMY
PNR089071,P089071,FL09470,BUSINESS
PNR089072,P089072,FL02217,ECONOMY
PNR089073,P089073,FL07814,FIRST
PNR089074,P089074,FL00949,FIRST
PNR089075,P089075,FL04642,ECONOMY
PNR089076,P089076,FL04978,ECONOMY
PNR089077,P089077,FL05014,ECONOMY
PNR089078,P089078,FL00325,FIRST
PNR089079,P089079,FL05447,FIRST
PNR089080,P089080,FL02275,ECONOMY
PNR089081,P089081,FL00859,BUSINESS
PNR089082,P089082,FL06908,FIRST
PNR089083,P089083,FL01973,BUSINESS
PNR089084,P089084,FL00871,FIRST
PNR089085,P089085,FL01859,FIRST
PNR089086,P089086,FL05620,FIRST
PNR089087,P089087,FL06027,FIRST
PNR089088,P089088,FL02762,FIRST
PNR089089,P089089,FL06627,FIRST
PNR089090,P089090,FL07809,BUSINESS
PNR089091,P089091,FL01321,BUSINESS
PNR089092,P089092,FL01529,BUSINESS
PNR089093,P089093,FL02067,BUSINESS
PNR089094,P089094,FL02901,ECONOMY
PNR089095,P089095,FL09730,ECONOMY
PNR089096,P089096,FL01909,BUSINESS
PNR089097,P089097,FL06379,BUSINESS
PNR089098,P089098,FL07454,ECONOMY
PNR089099,P089099,FL04074,BUSINESS
PNR089100,P089100,FL07016,BUSINESS
PNR089101,P089101,FL03640,FIRST
PNR089102,P089102,FL01465,ECONOMY
PNR089103,P089103,FL02436,FIRST
PNR089104,P089104,FL08634,FIRST
PNR089105,P089105,FL00694,BUSINESS
PNR089106,P089106,FL04233,FIRST
PNR089107,P089107,FL08708,FIRST
PNR089108,P089108,FL09323,ECONOMY
PNR089109,P089109,FL02161,ECONOMY
PNR089110,P089110,FL01020,FIRST
PNR089111,P089111,FL07696,FIRST
PNR089112,P089112,FL02718,FIRST
PNR089113,P089113,FL06103,ECONOMY
PNR089114,P089114,FL05791,FIRST
PNR089115,P089115,FL07820,FIRST
PNR089116,P089116,FL04374,FIRST
PNR089117,P089117,FL01905,FIRST
PNR089118,P089118,FL07046,FIRST
PNR089119,P089119,FL09983,BUSINESS
PNR089120,P089120,FL07877,BUSINESS
PNR089121,P089121,FL06850,BUSINESS
PNR089122,P089122,FL02931,BUSINESS
PNR089123,P089123,FL03957,FIRST
PNR089124,P089124,FL03815,ECONOMY
PNR089125,P089125,FL09320,BUSINESS
PNR089126,P089126,FL05306,ECONOMY
PNR089127,P089127,FL06318,ECONOMY
PNR089128,P089128,FL05991,FIRST
PNR089129,P089129,FL03928,FIRST
PNR089130,P089130,FL01979,ECONOMY
PNR089131,P089131,FL03659,FIRST
PNR089132,P089132,FL09452,BUSINESS
PNR089133,P089133,FL01670,BUSINESS
PNR089134,P089134,FL06746,BUSINESS
PNR089135,P089135,FL09519,BUSINESS
PNR089136,P089136,FL04965,ECONOMY
PNR089137,P089137,FL00082,ECONOMY
PNR089138,P089138,FL00958,ECONOMY
PNR089139,P089139,FL05688,ECONOMY
PNR089140,P089140,FL06651,ECONOMY
PNR089141,P089141,FL03917,ECONOMY
PNR089142,P089142,FL03789,BUSINESS
PNR089143,P089143,FL04638,FIRST
PNR089144,P089144,FL06156,FIRST
PNR089145,P089145,FL02728,ECONOMY
PNR089146,P089146,FL01693,FIRST
PNR089147,P089147,FL00289,ECONOMY
PNR089148,P089148,FL03381,BUSINESS
PNR089149,P089149,FL00097,BUSINESS
PNR089150,P089150,FL03852,FIRST
PNR089151,P089151,FL01345,FIRST
PNR089152,P089152,FL07298,BUSINESS
PNR089153,P089153,FL09145,FIRST
PNR089154,P089154,FL06158,FIRST
PNR089155,P089155,FL00802,BUSINESS
PNR089156,P089156,FL06134,BUSINESS
PNR089157,P089157,FL07368,FIRST
PNR089158,P089158,FL06448,BUSINESS
PNR089159,P089159,FL07903,ECONOMY
PNR089160,P089160,FL02117,ECONOMY
PNR089161,P089161,FL04115,ECONOMY
PNR089162,P089162,FL06098,ECONOMY
PNR089163,P089163,FL00078,BUSINESS
PNR089164,P089164,FL00839,FIRST
PNR089165,P089165,FL08417,ECONOMY
PNR089166,P089166,FL08203,ECONOMY
PNR089167,P089167,FL04062,BUSINESS
PNR089168,P089168,FL06007,FIRST
PNR089169,P089169,FL01238,ECONOMY
PNR089170,P089170,FL02445,BUSINESS
PNR089171,P089171,FL06356,FIRST
PNR089172,P089172,FL05321,BUSINESS
PNR089173,P089173,FL07170,BUSINESS
PNR089174,P089174,FL02512,ECONOMY
PNR089175,P089175,FL03321,BUSINESS
PNR089176,P089176,FL03136,ECONOMY
PNR089177,P089177,FL09920,ECONOMY
PNR089178,P089178,FL03648,BUSINESS
PNR089179,P089179,FL04235,BUSINESS
PNR089180,P089180,FL09672,FIRST
PNR089181,P089181,FL02456,FIRST
PNR089182,P089182,FL06562,BUSINESS
PNR089183,P089183,FL02342,FIRST
PNR089184,P089184,FL09367,ECONOMY
PNR089185,P089185,FL00355,FIRST
PNR089186,P089186,FL08445,ECONOMY
PNR089187,P089187,FL01572,BUSINESS
PNR089188,P089188,FL02778,BUSINESS
PNR089189,P089189,FL01802,FIRST
PNR089190,P089190,FL07072,ECONOMY
PNR089191,P089191,FL03444,FIRST
PNR089192,P089192,FL08378,BUSINESS
PNR089193,P089193,FL09979,FIRST
PNR089194,P089194,FL04858,FIRST
PNR089195,P089195,FL04908,ECONOMY
PNR089196,P089196,FL04874,ECONOMY
PNR089197,P089197,FL04707,FIRST
PNR089198,P089198,FL02694,BUSINESS
PNR089199,P089199,FL06654,FIRST
PNR089200,P089200,FL04669,BUSINESS
PNR089201,P089201,FL06055,FIRST
PNR089202,P089202,FL02381,BUSINESS
PNR089203,P089203,FL03219,ECONOMY
PNR089204,P089204,FL01196,FIRST
PNR089205,P089205,FL09656,FIRST
PNR089206,P089206,FL07663,ECONOMY
PNR089207,P089207,FL09444,FIRST
PNR089208,P089208,FL05429,FIRST
PNR089209,P089209,FL00265,ECONOMY
PNR089210,P089210,FL09401,BUSINESS
PNR089211,P089211,FL07632,ECONOMY
PNR089212,P089212,FL03602,FIRST
PNR089213,P089213,FL04699,FIRST
PNR089214,P089214,FL00201,BUSINESS
PNR089215,P089215,FL07142,ECONOMY
PNR089216,P089216,FL07005,ECONOMY
PNR089217,P089217,FL08313,BUSINESS
PNR089218,P089218,FL03013,FIRST
PNR089219,P089219,FL04909,BUSINESS
PNR089220,P089220,FL06536,FIRST
PNR089221,P089221,FL03645,FIRST
PNR089222,P089222,FL02457,ECONOMY
PNR089223,P089223,FL05012,FIRST
PNR089224,P089224,FL04310,BUSINESS
PNR089225,P089225,FL02293,FIRST
PNR089226,P089226,FL08057,BUSINESS
PNR089227,P089227,FL00066,ECONOMY
PNR089228,P089228,FL07296,BUSINESS
PNR089229,P089229,FL03425,FIRST
PNR089230,P089230,FL05733,ECONOMY
PNR089231,P089231,FL01509,FIRST
PNR089232,P089232,FL07216,ECONOMY
PNR089233,P089233,FL01044,FIRST
PNR089234,P089234,FL05907,ECONOMY
PNR089235,P089235,FL06049,BUSINESS
PNR089236,P089236,FL08246,FIRST
PNR089237,P089237,FL06573,BUSINESS
PNR089238,P089238,FL02028,ECONOMY
PNR089239,P089239,FL03449,ECONOMY
PNR089240,P089240,FL03506,BUSINESS
PNR089241,P089241,FL00219,BUSINESS
PNR089242,P089242,FL01180,FIRST
PNR089243,P089243,FL06256,FIRST
PNR089244,P089244,FL03366,ECONOMY
PNR089245,P089245,FL00662,ECONOMY
PNR089246,P089246,FL08016,BUSINESS
PNR089247,P089247,FL00457,BUSINESS
PNR089248,P089248,FL00115,BUSINESS
PNR089249,P089249,FL05968,FIRST
PNR089250,P089250,FL08355,ECONOMY
PNR089251,P089251,FL05908,BUSINESS
PNR089252,P089252,FL06707,BUSINESS
