flight_id,total_seats,available_seats
FL04658,169,169
FL04659,168,168
FL04660,122,122
FL04661,120,120
FL04662,194,194
FL04663,189,189
FL04664,220,220
FL04665,212,212
FL04666,120,120
FL04667,162,162
FL04668,182,182
FL04669,188,188
FL04670,147,147
FL04671,172,172
FL04672,203,203
FL04673,197,197
FL04674,125,125
FL04675,209,209
FL04676,146,146
FL04677,123,123
FL04678,145,145
FL04679,154,154
FL04680,129,129
FL04681,151,151
FL04682,201,201
FL04683,171,171
FL04684,163,163
FL04685,203,203
FL04686,144,144
FL04687,136,136
FL04688,195,195
FL04689,185,185
FL04690,161,161
FL04691,175,175
FL04692,213,213
FL04693,188,188
FL04694,154,154
FL04695,198,198
FL04696,206,206
FL04697,197,197
FL04698,176,176
FL04699,212,212
FL04700,176,176
FL04701,123,123
FL04702,214,214
FL04703,183,183
FL04704,125,125
FL04705,174,174
FL04706,125,125
FL04707,123,123
FL04708,183,183
FL04709,154,154
FL04710,168,168
FL04711,132,132
FL04712,155,155
FL04713,220,220
FL04714,150,150
FL04715,151,151
FL04716,176,176
FL04717,124,124
FL04718,126,126
FL04719,220,220
FL04720,155,155
FL04721,213,213
FL04722,195,195
FL04723,130,130
FL04724,213,213
FL04725,204,204
FL04726,182,182
FL04727,159,159
FL04728,156,156
FL04729,145,145
FL04730,169,169
FL04731,191,191
FL04732,176,176
FL04733,130,130
FL04734,204,204
FL04735,213,213
FL04736,201,201
FL04737,168,168
FL04738,150,150
FL04739,184,184
FL04740,209,209
FL04741,178,178
FL04742,175,175
FL04743,143,143
FL04744,130,130
FL04745,165,165
FL04746,181,181
FL04747,210,210
FL04748,182,182
FL04749,158,158
FL04750,120,120
FL04751,214,214
FL04752,161,161
FL04753,152,152
FL04754,167,167
FL04755,184,184
FL04756,175,175
FL04757,174,174
FL04758,135,135
FL04759,187,187
FL04760,139,139
FL04761,157,157
FL04762,217,217
FL04763,189,189
FL04764,212,212
FL04765,183,183
FL04766,159,159
FL04767,128,128
FL04768,155,155
FL04769,141,141
FL04770,182,182
FL04771,184,184
FL04772,166,166
FL04773,149,149
FL04774,200,200
FL04775,128,128
FL04776,152,152
FL04777,133,133
FL04778,212,212
FL04779,213,213
FL04780,197,197
FL04781,184,184
FL04782,184,184
FL04783,180,180
FL04784,142,142
FL04785,173,173
FL04786,146,146
FL04787,210,210
FL04788,153,153
FL04789,207,207
FL04790,193,193
FL04791,142,142
FL04792,130,130
FL04793,201,201
FL04794,140,140
FL04795,137,137
FL04796,146,146
FL04797,211,211
FL04798,148,148
FL04799,193,193
FL04800,194,194
FL04801,187,187
FL04802,140,140
FL04803,135,135
FL04804,160,160
FL04805,192,192
FL04806,220,220
FL04807,123,123
FL04808,121,121
FL04809,179,179
FL04810,209,209
FL04811,135,135
FL04812,147,147
FL04813,137,137
FL04814,204,204
FL04815,209,209
FL04816,120,120
FL04817,157,157
FL04818,211,211
FL04819,154,154
FL04820,185,185
FL04821,153,153
FL04822,219,219
FL04823,164,164
FL04824,173,173
FL04825,178,178
FL04826,181,181
FL04827,129,129
FL04828,166,166
FL04829,205,205
FL04830,154,154
FL04831,134,134
FL04832,213,213
FL04833,179,179
FL04834,203,203
FL04835,209,209
FL04836,168,168
FL04837,169,169
FL04838,120,120
FL04839,157,157
FL04840,160,160
FL04841,173,173
FL04842,190,190
FL04843,195,195
FL04844,149,149
FL04845,193,193
FL04846,130,130
FL04847,132,132
FL04848,171,171
FL04849,207,207
FL04850,214,214
FL04851,159,159
FL04852,167,167
FL04853,176,176
FL04854,203,203
FL04855,171,171
FL04856,182,182
FL04857,220,220
FL04858,205,205
FL04859,177,177
FL04860,216,216
FL04861,171,171
FL04862,167,167
FL04863,180,180
FL04864,212,212
FL04865,175,175
FL04866,169,169
FL04867,171,171
FL04868,152,152
FL04869,181,181
FL04870,170,170
FL04871,125,125
FL04872,191,191
FL04873,165,165
FL04874,136,136
FL04875,121,121
FL04876,184,184
FL04877,205,205
FL04878,214,214
FL04879,163,163
FL04880,202,202
FL04881,137,137
FL04882,195,195
FL04883,175,175
FL04884,159,159
FL04885,162,162
FL04886,161,161
FL04887,143,143
FL04888,129,129
FL04889,182,182
FL04890,166,166
FL04891,127,127
FL04892,156,156
FL04893,193,193
FL04894,199,199
FL04895,188,188
FL04896,186,186
FL04897,183,183
FL04898,187,187
FL04899,137,137
FL04900,195,195
FL04901,191,191
FL04902,184,184
FL04903,182,182
FL04904,138,138
FL04905,179,179
FL04906,166,166
FL04907,158,158
FL04908,214,214
FL04909,155,155
FL04910,138,138
FL04911,141,141
FL04912,120,120
FL04913,175,175
FL04914,129,129
FL04915,207,207
FL04916,209,209
FL04917,190,190
FL04918,166,166
FL04919,208,208
FL04920,125,125
FL04921,173,173
FL04922,197,197
FL04923,141,141
FL04924,196,196
FL04925,188,188
FL04926,179,179
FL04927,220,220
FL04928,206,206
FL04929,149,149
FL04930,202,202
FL04931,187,187
FL04932,175,175
FL04933,220,220
FL04934,207,207
FL04935,155,155
FL04936,124,124
FL04937,127,127
FL04938,168,168
FL04939,181,181
FL04940,137,137
FL04941,159,159
FL04942,173,173
FL04943,175,175
FL04944,145,145
FL04945,194,194
FL04946,124,124
FL04947,151,151
FL04948,140,140
FL04949,131,131
FL04950,152,152
FL04951,151,151
FL04952,127,127
FL04953,144,144
FL04954,131,131
FL04955,189,189
FL04956,209,209
FL04957,144,144
FL04958,192,192
FL04959,150,150
FL04960,150,150
FL04961,122,122
FL04962,130,130
FL04963,133,133
FL04964,134,134
FL04965,185,185
FL04966,153,153
FL04967,205,205
FL04968,122,122
FL04969,171,171
FL04970,165,165
FL04971,152,152
FL04972,184,184
FL04973,188,188
FL04974,161,161
FL04975,163,163
FL04976,186,186
FL04977,183,183
FL04978,160,160
FL04979,167,167
FL04980,137,137
FL04981,209,209
FL04982,157,157
FL04983,165,165
FL04984,139,139
FL04985,192,192
FL04986,170,170
FL04987,133,133
FL04988,163,163
FL04989,129,129
FL04990,155,155
FL04991,144,144
FL04992,172,172
FL04993,197,197
FL04994,178,178
FL04995,152,152
FL04996,164,164
FL04997,178,178
FL04998,210,210
FL04999,186,186
FL05000,147,147
FL05001,160,160
FL05002,129,129
FL05003,177,177
FL05004,193,193
FL05005,189,189
FL05006,145,145
FL05007,203,203
FL05008,184,184
FL05009,178,178
FL05010,211,211
FL05011,131,131
FL05012,204,204
FL05013,150,150
FL05014,162,162
FL05015,164,164
FL05016,170,170
FL05017,174,174
FL05018,199,199
FL05019,175,175
FL05020,151,151
FL05021,204,204
FL05022,146,146
FL05023,189,189
FL05024,211,211
FL05025,193,193
FL05026,165,165
FL05027,210,210
FL05028,215,215
FL05029,188,188
FL05030,175,175
FL05031,205,205
FL05032,152,152
FL05033,128,128
FL05034,179,179
FL05035,203,203
FL05036,188,188
FL05037,138,138
FL05038,161,161
FL05039,207,207
FL05040,169,169
FL05041,125,125
FL05042,208,208
FL05043,135,135
FL05044,196,196
FL05045,198,198
FL05046,215,215
FL05047,194,194
FL05048,134,134
FL05049,219,219
FL05050,214,214
FL05051,175,175
FL05052,136,136
FL05053,153,153
FL05054,174,174
FL05055,197,197
FL05056,159,159
FL05057,201,201
FL05058,180,180
FL05059,173,173
FL05060,210,210
FL05061,141,141
FL05062,195,195
FL05063,145,145
FL05064,170,170
FL05065,207,207
FL05066,188,188
FL05067,156,156
FL05068,137,137
FL05069,175,175
FL05070,187,187
FL05071,166,166
FL05072,134,134
FL05073,182,182
FL05074,195,195
FL05075,178,178
FL05076,144,144
FL05077,175,175
FL05078,181,181
FL05079,192,192
FL05080,213,213
FL05081,197,197
FL05082,126,126
FL05083,131,131
FL05084,120,120
FL05085,136,136
FL05086,203,203
FL05087,183,183
FL05088,129,129
FL05089,197,197
FL05090,217,217
FL05091,127,127
FL05092,206,206
FL05093,220,220
FL05094,199,199
FL05095,160,160
FL05096,212,212
FL05097,214,214
FL05098,206,206
FL05099,136,136
FL05100,121,121
FL05101,144,144
FL05102,189,189
FL05103,204,204
FL05104,178,178
FL05105,140,140
FL05106,132,132
FL05107,136,136
FL05108,135,135
FL05109,219,219
FL05110,166,166
FL05111,201,201
FL05112,129,129
FL05113,193,193
FL05114,125,125
FL05115,201,201
FL05116,155,155
FL05117,165,165
FL05118,213,213
FL05119,168,168
FL05120,141,141
FL05121,159,159
FL05122,212,212
FL05123,154,154
FL05124,173,173
FL05125,208,208
FL05126,143,143
FL05127,139,139
FL05128,124,124
FL05129,132,132
FL05130,170,170
FL05131,163,163
FL05132,174,174
FL05133,172,172
FL05134,147,147
FL05135,200,200
FL05136,150,150
FL05137,197,197
FL05138,147,147
FL05139,206,206
FL05140,165,165
FL05141,124,124
FL05142,186,186
FL05143,139,139
FL05144,156,156
FL05145,144,144
FL05146,213,213
FL05147,136,136
FL05148,169,169
FL05149,136,136
FL05150,161,161
FL05151,150,150
FL05152,206,206
FL05153,188,188
FL05154,131,131
FL05155,155,155
FL05156,121,121
FL05157,150,150
FL05158,126,126
FL05159,202,202
FL05160,183,183
FL05161,160,160
FL05162,160,160
FL05163,196,196
FL05164,216,216
FL05165,187,187
FL05166,156,156
FL05167,128,128
FL05168,206,206
FL05169,155,155
FL05170,140,140
FL05171,127,127
FL05172,138,138
FL05173,156,156
FL05174,187,187
FL05175,158,158
FL05176,144,144
FL05177,216,216
FL05178,164,164
FL05179,126,126
FL05180,182,182
FL05181,155,155
FL05182,167,167
FL05183,121,121
FL05184,217,217
FL05185,215,215
FL05186,196,196
FL05187,147,147
FL05188,214,214
FL05189,151,151
FL05190,143,143
FL05191,185,185
FL05192,126,126
FL05193,194,194
FL05194,201,201
FL05195,192,192
FL05196,197,197
FL05197,179,179
FL05198,123,123
FL05199,137,137
FL05200,153,153
FL05201,154,154
FL05202,120,120
FL05203,158,158
FL05204,220,220
FL05205,145,145
FL05206,131,131
FL05207,123,123
FL05208,199,199
FL05209,121,121
FL05210,179,179
FL05211,181,181
FL05212,132,132
FL05213,205,205
FL05214,191,191
FL05215,142,142
FL05216,150,150
FL05217,206,206
FL05218,162,162
FL05219,209,209
FL05220,208,208
FL05221,150,150
FL05222,136,136
FL05223,216,216
FL05224,182,182
FL05225,180,180
FL05226,200,200
FL05227,202,202
FL05228,148,148
FL05229,182,182
FL05230,175,175
FL05231,165,165
FL05232,163,163
FL05233,152,152
FL05234,176,176
FL05235,170,170
FL05236,128,128
FL05237,176,176
FL05238,136,136
FL05239,176,176
FL05240,165,165
FL05241,180,180
FL05242,148,148
FL05243,163,163
FL05244,161,161
FL05245,159,159
FL05246,191,191
FL05247,133,133
FL05248,156,156
FL05249,179,179
FL05250,132,132
FL05251,143,143
FL05252,169,169
FL05253,172,172
FL05254,174,174
FL05255,133,133
FL05256,163,163
FL05257,207,207
FL05258,151,151
FL05259,194,194
FL05260,147,147
FL05261,218,218
FL05262,193,193
FL05263,215,215
FL05264,136,136
FL05265,197,197
FL05266,154,154
FL05267,142,142
FL05268,179,179
FL05269,210,210
FL05270,126,126
FL05271,137,137
FL05272,128,128
FL05273,164,164
FL05274,127,127
FL05275,202,202
FL05276,132,132
FL05277,146,146
FL05278,152,152
FL05279,148,148
FL05280,201,201
FL05281,151,151
FL05282,192,192
FL05283,126,126
FL05284,175,175
FL05285,140,140
FL05286,180,180
FL05287,199,199
FL05288,214,214
FL05289,189,189
FL05290,198,198
FL05291,202,202
FL05292,162,162
FL05293,184,184
FL05294,143,143
FL05295,156,156
FL05296,177,177
FL05297,180,180
FL05298,144,144
FL05299,147,147
FL05300,210,210
FL05301,192,192
FL05302,128,128
FL05303,136,136
FL05304,197,197
FL05305,197,197
FL05306,125,125
FL05307,148,148
FL05308,177,177
FL05309,134,134
FL05310,208,208
FL05311,196,196
FL05312,134,134
FL05313,138,138
FL05314,176,176
FL05315,164,164
FL05316,196,196
FL05317,151,151
FL05318,192,192
FL05319,209,209
FL05320,220,220
FL05321,166,166
FL05322,160,160
FL05323,179,179
FL05324,205,205
FL05325,131,131
FL05326,156,156
FL05327,143,143
FL05328,130,130
FL05329,214,214
FL05330,131,131
FL05331,173,173
FL05332,206,206
FL05333,143,143
FL05334,142,142
FL05335,124,124
FL05336,210,210
FL05337,170,170
FL05338,203,203
FL05339,212,212
FL05340,206,206
FL05341,161,161
FL05342,196,196
FL05343,131,131
FL05344,125,125
FL05345,120,120
FL05346,211,211
FL05347,155,155
FL05348,152,152
FL05349,144,144
FL05350,170,170
FL05351,152,152
FL05352,147,147
FL05353,170,170
FL05354,154,154
FL05355,157,157
FL05356,152,152
FL05357,146,146
FL05358,140,140
FL05359,215,215
FL05360,219,219
FL05361,192,192
FL05362,173,173
FL05363,195,195
FL05364,131,131
FL05365,152,152
FL05366,138,138
FL05367,140,140
FL05368,208,208
FL05369,217,217
FL05370,210,210
FL05371,120,120
FL05372,200,200
FL05373,127,127
FL05374,179,179
FL05375,200,200
FL05376,139,139
FL05377,141,141
FL05378,176,176
FL05379,170,170
FL05380,211,211
FL05381,184,184
FL05382,150,150
FL05383,160,160
FL05384,140,140
FL05385,179,179
FL05386,185,185
FL05387,126,126
FL05388,200,200
FL05389,184,184
FL05390,177,177
FL05391,189,189
FL05392,160,160
FL05393,205,205
FL05394,181,181
FL05395,133,133
FL05396,127,127
FL05397,197,197
FL05398,147,147
FL05399,144,144
FL05400,189,189
FL05401,216,216
FL05402,167,167
FL05403,147,147
FL05404,125,125
FL05405,121,121
FL05406,125,125
FL05407,195,195
FL05408,125,125
FL05409,127,127
FL05410,205,205
FL05411,174,174
FL05412,147,147
FL05413,201,201
FL05414,137,137
FL05415,163,163
FL05416,185,185
FL05417,213,213
FL05418,174,174
FL05419,202,202
FL05420,180,180
FL05421,177,177
FL05422,162,162
FL05423,156,156
FL05424,171,171
FL05425,167,167
FL05426,190,190
FL05427,172,172
FL05428,135,135
FL05429,181,181
FL05430,141,141
FL05431,190,190
FL05432,204,204
FL05433,159,159
FL05434,179,179
FL05435,203,203
FL05436,123,123
FL05437,150,150
FL05438,157,157
FL05439,155,155
FL05440,173,173
FL05441,201,201
FL05442,147,147
FL05443,148,148
FL05444,143,143
FL05445,211,211
FL05446,156,156
FL05447,168,168
FL05448,165,165
FL05449,203,203
FL05450,220,220
FL05451,217,217
FL05452,205,205
FL05453,172,172
FL05454,187,187
FL05455,156,156
FL05456,218,218
FL05457,128,128
FL05458,162,162
FL05459,157,157
FL05460,215,215
FL05461,172,172
FL05462,214,214
FL05463,145,145
FL05464,162,162
FL05465,135,135
FL05466,179,179
FL05467,160,160
FL05468,183,183
FL05469,146,146
FL05470,160,160
FL05471,216,216
FL05472,128,128
FL05473,185,185
FL05474,166,166
FL05475,133,133
FL05476,220,220
FL05477,213,213
FL05478,183,183
FL05479,170,170
FL05480,192,192
FL05481,206,206
FL05482,169,169
FL05483,165,165
FL05484,210,210
FL05485,192,192
FL05486,166,166
FL05487,194,194
FL05488,172,172
FL05489,161,161
FL05490,172,172
FL05491,121,121
FL05492,125,125
FL05493,220,220
FL05494,201,201
FL05495,218,218
FL05496,149,149
FL05497,210,210
FL05498,148,148
FL05499,177,177
FL05500,215,215
FL05501,160,160
FL05502,139,139
FL05503,143,143
FL05504,192,192
FL05505,170,170
FL05506,214,214
FL05507,154,154
FL05508,186,186
FL05509,152,152
FL05510,201,201
FL05511,137,137
FL05512,131,131
FL05513,121,121
FL05514,192,192
FL05515,140,140
FL05516,143,143
FL05517,136,136
FL05518,161,161
FL05519,131,131
FL05520,213,213
FL05521,153,153
FL05522,163,163
FL05523,165,165
FL05524,181,181
FL05525,195,195
FL05526,201,201
FL05527,167,167
FL05528,212,212
FL05529,145,145
FL05530,178,178
FL05531,202,202
FL05532,136,136
FL05533,149,149
FL05534,182,182
FL05535,170,170
FL05536,172,172
FL05537,125,125
FL05538,154,154
FL05539,128,128
FL05540,156,156
FL05541,138,138
FL05542,174,174
FL05543,159,159
FL05544,147,147
FL05545,127,127
FL05546,143,143
FL05547,199,199
FL05548,180,180
FL05549,125,125
FL05550,189,189
FL05551,129,129
FL05552,148,148
FL05553,182,182
FL05554,139,139
FL05555,142,142
FL05556,195,195
FL05557,191,191
FL05558,138,138
FL05559,135,135
FL05560,122,122
FL05561,199,199
FL05562,219,219
FL05563,145,145
FL05564,166,166
FL05565,201,201
FL05566,216,216
FL05567,139,139
FL05568,159,159
FL05569,205,205
FL05570,144,144
FL05571,197,197
FL05572,139,139
FL05573,141,141
FL05574,197,197
FL05575,201,201
FL05576,167,167
FL05577,124,124
FL05578,131,131
FL05579,211,211
FL05580,206,206
FL05581,205,205
FL05582,159,159
FL05583,192,192
FL05584,170,170
FL05585,137,137
FL05586,191,191
FL05587,153,153
FL05588,123,123
FL05589,178,178
FL05590,175,175
FL05591,206,206
FL05592,202,202
FL05593,205,205
FL05594,195,195
FL05595,162,162
FL05596,145,145
FL05597,197,197
FL05598,126,126
FL05599,189,189
FL05600,179,179
FL05601,188,188
FL05602,147,147
FL05603,204,204
FL05604,204,204
FL05605,157,157
FL05606,216,216
FL05607,183,183
FL05608,171,171
FL05609,178,178
FL05610,207,207
FL05611,199,199
FL05612,123,123
FL05613,126,126
FL05614,176,176
FL05615,184,184
FL05616,139,139
FL05617,159,159
FL05618,158,158
FL05619,171,171
FL05620,175,175
FL05621,170,170
FL05622,168,168
FL05623,197,197
FL05624,159,159
FL05625,208,208
FL05626,191,191
FL05627,148,148
FL05628,175,175
FL05629,207,207
FL05630,120,120
FL05631,207,207
FL05632,192,192
FL05633,201,201
FL05634,159,159
FL05635,146,146
FL05636,186,186
FL05637,172,172
FL05638,184,184
FL05639,140,140
FL05640,207,207
FL05641,215,215
FL05642,165,165
FL05643,213,213
FL05644,122,122
FL05645,187,187
FL05646,161,161
FL05647,162,162
FL05648,194,194
FL05649,143,143
FL05650,162,162
FL05651,220,220
FL05652,201,201
FL05653,174,174
FL05654,141,141
FL05655,193,193
FL05656,181,181
FL05657,143,143
FL05658,168,168
FL05659,168,168
FL05660,192,192
FL05661,216,216
FL05662,138,138
FL05663,146,146
FL05664,219,219
FL05665,138,138
FL05666,161,161
FL05667,177,177
FL05668,214,214
FL05669,140,140
FL05670,182,182
FL05671,151,151
FL05672,200,200
FL05673,158,158
FL05674,211,211
FL05675,172,172
FL05676,189,189
FL05677,211,211
FL05678,197,197
FL05679,211,211
FL05680,141,141
FL05681,180,180
FL05682,127,127
FL05683,213,213
FL05684,207,207
FL05685,154,154
FL05686,179,179
FL05687,142,142
FL05688,144,144
FL05689,219,219
FL05690,206,206
FL05691,207,207
FL05692,150,150
FL05693,152,152
FL05694,201,201
FL05695,152,152
FL05696,175,175
FL05697,173,173
FL05698,170,170
FL05699,133,133
FL05700,125,125
FL05701,165,165
FL05702,132,132
FL05703,158,158
FL05704,196,196
FL05705,213,213
FL05706,215,215
FL05707,169,169
FL05708,131,131
FL05709,189,189
FL05710,126,126
FL05711,168,168
FL05712,185,185
FL05713,170,170
FL05714,141,141
FL05715,184,184
FL05716,190,190
FL05717,169,169
FL05718,216,216
FL05719,214,214
FL05720,215,215
FL05721,186,186
FL05722,209,209
FL05723,186,186
FL05724,180,180
FL05725,198,198
FL05726,141,141
FL05727,154,154
FL05728,152,152
FL05729,197,197
FL05730,152,152
FL05731,122,122
FL05732,216,216
FL05733,151,151
FL05734,207,207
FL05735,217,217
FL05736,203,203
FL05737,206,206
FL05738,199,199
FL05739,166,166
FL05740,130,130
FL05741,186,186
FL05742,174,174
FL05743,199,199
FL05744,210,210
FL05745,161,161
FL05746,173,173
FL05747,131,131
FL05748,149,149
FL05749,205,205
FL05750,158,158
FL05751,154,154
FL05752,126,126
FL05753,191,191
FL05754,189,189
FL05755,149,149
FL05756,209,209
FL05757,203,203
FL05758,150,150
FL05759,132,132
FL05760,189,189
FL05761,151,151
FL05762,189,189
FL05763,123,123
FL05764,135,135
FL05765,170,170
FL05766,194,194
FL05767,214,214
FL05768,144,144
FL05769,154,154
FL05770,180,180
FL05771,173,173
FL05772,194,194
FL05773,128,128
FL05774,137,137
FL05775,202,202
FL05776,146,146
FL05777,183,183
FL05778,183,183
FL05779,197,197
FL05780,220,220
FL05781,151,151
FL05782,200,200
FL05783,198,198
FL05784,190,190
FL05785,120,120
FL05786,131,131
FL05787,219,219
FL05788,206,206
FL05789,140,140
FL05790,140,140
FL05791,123,123
FL05792,129,129
FL05793,169,169
FL05794,147,147
FL05795,132,132
FL05796,184,184
FL05797,217,217
FL05798,166,166
FL05799,143,143
FL05800,123,123
FL05801,120,120
FL05802,200,200
FL05803,139,139
FL05804,150,150
FL05805,194,194
FL05806,132,132
FL05807,166,166
FL05808,139,139
FL05809,147,147
FL05810,129,129
FL05811,144,144
FL05812,151,151
FL05813,170,170
FL05814,201,201
FL05815,217,217
FL05816,207,207
FL05817,147,147
FL05818,206,206
FL05819,128,128
FL05820,157,157
FL05821,218,218
FL05822,120,120
FL05823,195,195
FL05824,190,190
FL05825,142,142
FL05826,130,130
FL05827,141,141
FL05828,182,182
FL05829,125,125
FL05830,143,143
FL05831,151,151
FL05832,135,135
FL05833,190,190
FL05834,196,196
FL05835,174,174
FL05836,181,181
FL05837,143,143
FL05838,124,124
FL05839,134,134
FL05840,143,143
FL05841,199,199
FL05842,164,164
FL05843,197,197
FL05844,122,122
FL05845,151,151
FL05846,132,132
FL05847,204,204
FL05848,218,218
FL05849,178,178
FL05850,182,182
FL05851,201,201
FL05852,160,160
FL05853,171,171
FL05854,193,193
FL05855,209,209
FL05856,208,208
FL05857,121,121
FL05858,120,120
FL05859,209,209
FL05860,120,120
FL05861,208,208
FL05862,133,133
FL05863,203,203
FL05864,194,194
FL05865,201,201
FL05866,216,216
FL05867,215,215
FL05868,130,130
FL05869,179,179
FL05870,168,168
FL05871,163,163
FL05872,147,147
FL05873,216,216
FL05874,142,142
FL05875,157,157
FL05876,159,159
FL05877,187,187
FL05878,150,150
FL05879,152,152
FL05880,147,147
FL05881,220,220
FL05882,185,185
FL05883,219,219
FL05884,181,181
FL05885,134,134
FL05886,167,167
FL05887,129,129
FL05888,160,160
FL05889,156,156
FL05890,212,212
FL05891,183,183
FL05892,158,158
FL05893,175,175
FL05894,199,199
FL05895,134,134
FL05896,134,134
FL05897,179,179
FL05898,200,200
FL05899,127,127
FL05900,211,211
FL05901,208,208
FL05902,190,190
FL05903,177,177
FL05904,121,121
FL05905,137,137
FL05906,181,181
FL05907,138,138
FL05908,188,188
FL05909,143,143
FL05910,124,124
FL05911,152,152
FL05912,126,126
FL05913,125,125
FL05914,199,199
FL05915,150,150
FL05916,204,204
FL05917,213,213
FL05918,212,212
FL05919,186,186
FL05920,121,121
FL05921,189,189
FL05922,213,213
FL05923,145,145
FL05924,156,156
FL05925,200,200
FL05926,211,211
FL05927,192,192
FL05928,202,202
FL05929,134,134
FL05930,142,142
FL05931,146,146
FL05932,141,141
FL05933,134,134
FL05934,168,168
FL05935,205,205
FL05936,207,207
FL05937,121,121
FL05938,123,123
FL05939,167,167
FL05940,196,196
FL05941,210,210
FL05942,147,147
FL05943,142,142
FL05944,153,153
FL05945,209,209
FL05946,129,129
FL05947,189,189
FL05948,149,149
FL05949,137,137
FL05950,207,207
FL05951,214,214
FL05952,216,216
FL05953,164,164
FL05954,143,143
FL05955,211,211
FL05956,177,177
FL05957,169,169
FL05958,140,140
FL05959,166,166
FL05960,138,138
FL05961,203,203
FL05962,125,125
FL05963,140,140
FL05964,131,131
FL05965,148,148
FL05966,134,134
FL05967,132,132
FL05968,175,175
FL05969,179,179
FL05970,192,192
FL05971,164,164
FL05972,212,212
FL05973,157,157
FL05974,141,141
FL05975,187,187
FL05976,215,215
FL05977,147,147
FL05978,141,141
FL05979,169,169
FL05980,183,183
FL05981,206,206
FL05982,123,123
FL05983,132,132
FL05984,215,215
FL05985,216,216
FL05986,130,130
FL05987,171,171
FL05988,177,177
FL05989,184,184
FL05990,134,134
FL05991,134,134
FL05992,175,175
FL05993,179,179
FL05994,214,214
FL05995,188,188
FL05996,172,172
FL05997,214,214
FL05998,137,137
FL05999,196,196
FL06000,120,120
FL06001,142,142
FL06002,160,160
FL06003,132,132
FL06004,162,162
FL06005,144,144
FL06006,184,184
FL06007,170,170
FL06008,152,152
FL06009,216,216
FL06010,141,141
FL06011,175,175
FL06012,176,176
FL06013,149,149
FL06014,219,219
FL06015,122,122
FL06016,141,141
FL06017,141,141
FL06018,125,125
FL06019,198,198
FL06020,193,193
FL06021,158,158
FL06022,130,130
FL06023,181,181
FL06024,207,207
FL06025,163,163
FL06026,146,146
FL06027,202,202
FL06028,122,122
FL06029,156,156
FL06030,206,206
FL06031,121,121
FL06032,166,166
FL06033,145,145
FL06034,129,129
FL06035,197,197
FL06036,186,186
FL06037,155,155
FL06038,219,219
FL06039,129,129
FL06040,127,127
FL06041,205,205
FL06042,163,163
FL06043,123,123
FL06044,177,177
FL06045,161,161
FL06046,160,160
FL06047,120,120
FL06048,187,187
FL06049,153,153
FL06050,184,184
FL06051,160,160
FL06052,140,140
FL06053,190,190
FL06054,157,157
FL06055,172,172
FL06056,182,182
FL06057,177,177
FL06058,127,127
FL06059,149,149
FL06060,220,220
FL06061,183,183
FL06062,184,184
FL06063,152,152
FL06064,175,175
FL06065,177,177
FL06066,198,198
FL06067,182,182
FL06068,126,126
FL06069,213,213
FL06070,120,120
FL06071,191,191
FL06072,203,203
FL06073,212,212
FL06074,149,149
FL06075,123,123
FL06076,203,203
FL06077,177,177
FL06078,170,170
FL06079,154,154
FL06080,204,204
FL06081,157,157
FL06082,125,125
FL06083,163,163
FL06084,185,185
FL06085,149,149
FL06086,161,161
FL06087,161,161
FL06088,211,211
FL06089,120,120
FL06090,130,130
FL06091,183,183
FL06092,140,140
FL06093,176,176
FL06094,141,141
FL06095,178,178
FL06096,202,202
FL06097,196,196
FL06098,176,176
FL06099,151,151
FL06100,212,212
FL06101,137,137
FL06102,190,190
FL06103,143,143
FL06104,192,192
FL06105,123,123
FL06106,135,135
FL06107,208,208
FL06108,190,190
FL06109,150,150
FL06110,136,136
FL06111,121,121
FL06112,166,166
FL06113,133,133
FL06114,131,131
FL06115,216,216
FL06116,140,140
FL06117,128,128
FL06118,144,144
FL06119,152,152
FL06120,123,123
FL06121,174,174
FL06122,145,145
FL06123,169,169
FL06124,188,188
FL06125,123,123
FL06126,129,129
FL06127,199,199
FL06128,196,196
FL06129,125,125
FL06130,166,166
FL06131,123,123
FL06132,142,142
FL06133,158,158
FL06134,125,125
FL06135,171,171
FL06136,160,160
FL06137,128,128
FL06138,128,128
FL06139,206,206
FL06140,180,180
FL06141,201,201
FL06142,211,211
FL06143,154,154
FL06144,180,180
FL06145,129,129
FL06146,212,212
FL06147,131,131
FL06148,178,178
FL06149,126,126
FL06150,205,205
FL06151,170,170
FL06152,154,154
FL06153,189,189
FL06154,165,165
FL06155,176,176
FL06156,192,192
FL06157,175,175
FL06158,185,185
FL06159,191,191
FL06160,171,171
FL06161,144,144
FL06162,200,200
FL06163,204,204
FL06164,131,131
FL06165,140,140
FL06166,220,220
FL06167,152,152
FL06168,127,127
FL06169,177,177
FL06170,214,214
FL06171,204,204
FL06172,197,197
FL06173,123,123
FL06174,159,159
FL06175,201,201
FL06176,158,158
FL06177,189,189
FL06178,207,207
FL06179,130,130
FL06180,151,151
FL06181,189,189
FL06182,204,204
FL06183,186,186
FL06184,135,135
FL06185,193,193
FL06186,127,127
FL06187,135,135
FL06188,132,132
FL06189,216,216
FL06190,155,155
FL06191,162,162
FL06192,209,209
FL06193,172,172
FL06194,183,183
FL06195,208,208
FL06196,171,171
FL06197,179,179
FL06198,176,176
FL06199,173,173
FL06200,129,129
FL06201,194,194
FL06202,163,163
FL06203,136,136
FL06204,154,154
FL06205,192,192
FL06206,171,171
FL06207,214,214
FL06208,123,123
FL06209,132,132
FL06210,181,181
